"","Site","Site_Code","Date","Lat","Long","Watershed","Watershed_Level","Status","Location","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4"
"200","Hourglass Inflow","HORI",2022-07-18,40.5805091,-105.6409321,"Hourglass Reservoir",0.050851142811688,"Burned","Inflow",NA,NA,0.57,NA,NA,6.77,178.45,21.01,1.07,0.03,0.33,0.49,2.44,0.05,0.16,0.26,0,0.66
"201","Comanche Outflow","COMO",2022-07-18,40.5846048,-105.6440011,"Comanche Reservoir",0.249668324769565,"Burned","Outflow",NA,NA,5.1,NA,NA,6.93,194.56,21.71,1.08,0.05,0.34,0.48,2.43,0.02,0.17,0.23,0,0.72
"202","Hourglass Reservoir","HORR",2022-07-18,40.582032,-105.6314023,"Hourglass Reservoir",0.101627305894318,"Burned","Reservoir",NA,NA,1.5,NA,NA,6.89,220.67,26.56,1.6,0.01,0.42,0.73,3.39,0.02,0.23,0.14,0,0.95
"203","Hourglass Outflow","HORO",2022-07-18,40.5828742,-105.6309523,"Hourglass Reservoir",0.101627305894318,"Burned","Outflow",NA,NA,1.2,NA,NA,7,240.34,29.07,1.62,0.01,0.41,0.76,3.67,0.02,0.24,0.14,0,0.97
"204","Peterson Reservoir","PTRR",2022-07-19,40.55936515,-105.7940034,"Peterson Reservoir",0.305506263817244,"Burned","Reservoir",NA,NA,1.1,NA,NA,7.13,276.56,38.77,1.43,0.04,1.03,0.68,5.98,0.02,0.48,0.12,0,2.02
"205","Peterson Outlet","PTRO",2022-07-19,40.56063874,-105.7929021,"Peterson Reservoir",0.305506263817244,"Burned","Outflow",NA,NA,2.31,NA,NA,7.04,310.3,37.23,1.67,0.04,1.02,0.65,5.03,0.06,0.5,0.11,0,2.01
"206","Barnes Meadow Outflow","BMD",2022-07-19,40.60065,-105.836717,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Outflow",NA,NA,3.06,NA,NA,6.95,581.29,83.31,2.3,0.42,1.22,1.51,11.12,0.06,1.74,0.29,0,7.64
"207","Barnes Meadow Reservoir","BRNR",2022-07-19,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,5.25,NA,NA,7.09,514.91,76.19,2.33,0.05,1.19,1.51,10.95,0.02,1.64,0.17,0,8.35
"208","Chambers Reservoir","CBRR",2022-07-19,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,2.62,NA,NA,7.19,335.23,38.63,1.12,0.07,0.54,0.84,5.16,0.06,0.35,0.09,0,1.39
"209","Chambers Outflow","CHD",2022-07-19,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,2.4,NA,NA,7.26,445.65,48.19,1.39,0.06,0.81,1.04,6.23,0.02,0.44,0.43,0,1.7
"210","Peterson Reservoir","PTRR",2022-07-26,40.55936515,-105.7940034,"Peterson Reservoir",0.305506263817244,"Burned","Reservoir",NA,NA,0.92,NA,NA,7.05,329.34,42.57,1.49,0.04,1.06,0.75,5.16,0.02,0.51,0.18,0,1.94
"211","Peterson Outlet","PTRO",2022-07-26,40.56063874,-105.7929021,"Peterson Reservoir",0.305506263817244,"Burned","Outflow",NA,NA,0.51,NA,NA,7.02,384.44,45.33,1.4,0.04,1.11,0.7,6.64,0.02,0.67,0.09,0.31,2.62
"212","Barnes Meadow Outflow","BMD",2022-07-26,40.60065,-105.836717,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Outflow",NA,NA,1.43,NA,NA,6.99,630.56,82.21,2.31,0.41,1.18,1.43,10.21,0.05,1.66,0.24,0,7.78
"213","Barnes Meadow Reservoir","BRNR",2022-07-26,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,5.55,NA,NA,7.05,512.01,76.95,2.39,0.04,1.25,1.57,11.08,0.02,1.58,0.16,0,8.45
"214","Chambers Reservoir","CBRR",2022-07-26,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,2.83,NA,NA,7.15,362.37,41.86,1.23,0.03,0.68,1.03,5.34,0.06,0.38,0.08,0,1.49
"215","Chambers Outflow","CHD",2022-07-26,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,2.79,NA,NA,7.15,479.75,47.55,1.41,0.04,0.8,0.98,6.03,0.02,0.51,0.41,0,1.84
"216","Peterson Reservoir","PTRR",2022-08-02,40.55936515,-105.7940034,"Peterson Reservoir",0.305506263817244,"Burned","Reservoir",NA,NA,2.4,NA,NA,6.94,305.8,37.91,1.52,0.04,1.08,0.74,5.39,0.02,0.5,0.17,0,2.06
"217","Peterson Outlet","PTRO",2022-08-02,40.56063874,-105.7929021,"Peterson Reservoir",0.305506263817244,"Burned","Outflow",NA,NA,0.82,NA,NA,6.95,423.38,47.89,1.42,0.02,1.14,0.72,5.99,0.02,0.52,0.12,0,2.55
"218","Barnes Meadow Outflow","BMD",2022-08-02,40.60065,-105.836717,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Outflow",NA,NA,0.87,NA,NA,6.98,593.33,81.94,2.31,0.46,1.23,1.46,10.21,0.02,1.72,0.21,0,6.56
"219","Barnes Meadow Reservoir","BRNR",2022-08-02,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,4.9,NA,NA,7.16,648.9,91.4,2.41,0.04,1.27,1.53,10.88,0.03,1.6,0.05,0,8.1
"220","Chambers Reservoir","CBRR",2022-08-02,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,3.33,NA,NA,7.14,438.61,44.54,1.34,0.03,0.75,1.06,5.67,0.04,0.42,0.07,0,1.89
"221","Chambers Outflow","CHD",2022-08-02,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,3.05,NA,NA,7.14,437.01,52.57,1.77,0.04,0.9,1.26,7.56,0.02,0.53,0.33,0,2
"222","Peterson Reservoir","PTRR",2022-08-09,40.55936515,-105.7940034,"Peterson Reservoir",0.305506263817244,"Burned","Reservoir",NA,NA,2.07,NA,NA,6.91,249.42,38.14,1.41,0.05,1.07,0.68,5.44,0.04,0.43,0.11,0,2.19
"223","Peterson Outlet","PTRO",2022-08-09,40.56063874,-105.7929021,"Peterson Reservoir",0.305506263817244,"Burned","Outflow",NA,NA,1.57,NA,NA,6.99,306.48,37.48,1.4,0.03,1.14,0.65,4.58,0.03,0.47,0.14,0,2.4
"224","Barnes Meadow Outflow","BMD",2022-08-09,40.60065,-105.836717,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Outflow",NA,NA,1.86,NA,NA,6.92,597.05,81.22,2.33,0.53,1.31,1.45,10.6,0.01,1.74,0.22,0,5.97
"225","Barnes Meadow Reservoir","BRNR",2022-08-09,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,2.01,NA,NA,7.13,580.13,81.09,2.39,0.05,1.27,1.43,10.24,0.07,1.63,0.03,0.28,7.31
"226","Chambers Reservoir","CBRR",2022-08-09,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,1.94,NA,NA,7.11,389.75,45.89,1.42,0.02,0.83,1.1,6.42,0.07,0.5,0.04,0,2.19
"227","Chambers Outflow","CHD",2022-08-09,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,1.71,NA,NA,7.08,541.61,59.23,1.87,0.04,1.03,1.22,8.28,0.04,0.54,0.2,0,2.38
"228","Peterson Reservoir","PTRR",2022-08-16,40.55936515,-105.7940034,"Peterson Reservoir",0.305506263817244,"Burned","Reservoir",NA,NA,2.8,NA,NA,6.98,233.81,38.3,1.56,0.03,1.15,0.74,5.28,0.03,0.49,0.33,0,2.31
"229","Peterson Outlet","PTRO",2022-08-16,40.56063874,-105.7929021,"Peterson Reservoir",0.305506263817244,"Burned","Outflow",NA,NA,2.3,NA,NA,6.97,326.59,37.88,1.55,0.03,1.16,0.73,4.89,0.07,0.47,0.08,0,2.27
"230","Barnes Meadow Outflow","BMD",2022-08-16,40.60065,-105.836717,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Outflow",NA,NA,0.72,NA,NA,6.98,583.66,81.85,2.31,0.59,1.29,1.42,10.84,0.03,1.71,0.22,0,5.66
"231","Barnes Meadow Reservoir","BRNR",2022-08-16,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,2.47,NA,NA,7.14,549.49,76.99,2.42,0.01,1.3,1.35,9.19,0.06,1.68,0.09,0,7.26
"232","Chambers Reservoir","CBRR",2022-08-16,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,4.21,NA,NA,7.13,384.3,47.62,1.39,0.02,0.78,1.08,7.1,0.04,0.44,0.04,0,2.09
"233","Chambers Outflow","CHD",2022-08-16,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,2.58,NA,NA,7.05,377.49,49.86,1.49,0.02,0.86,1.15,7.17,0.06,0.55,0.26,0,2.18
"234","Peterson Reservoir","PTRR",2022-08-23,40.55936515,-105.7940034,"Peterson Reservoir",0.305506263817244,"Burned","Reservoir",NA,NA,2.35,NA,NA,7.01,233.26,35.03,1.49,0.05,0.98,0.76,4.73,0.04,0.59,0.37,0,2.3
"235","Peterson Outlet","PTRO",2022-08-23,40.56063874,-105.7929021,"Peterson Reservoir",0.305506263817244,"Burned","Outflow",NA,NA,2.52,NA,NA,6.98,290.29,34.69,1.37,0.05,0.93,0.55,4.38,0.02,0.54,0.31,0,2.11
"236","Barnes Meadow Outflow","BMD",2022-08-23,40.60065,-105.836717,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Outflow",NA,NA,20.56,NA,NA,6.91,603.41,76.98,2.19,0.54,1.2,1.36,9.28,0.02,1.68,0.39,0,4.74
"237","Barnes Meadow Reservoir","BRNR",2022-08-23,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,2.21,NA,NA,6.94,527.46,69.11,1.97,0.05,0.99,1.05,9.07,0.02,1.56,0.1,0,6.67
"238","Chambers Reservoir","CBRR",2022-08-23,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,1.6,NA,NA,6.92,412.73,43.86,1.16,0.07,0.62,0.79,5.55,0.02,0.35,0.03,0,1.96
"239","Chambers Outflow","CHD",2022-08-23,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,1.34,NA,NA,7.08,437.56,41.89,1.16,0.07,0.59,0.78,5.07,0.02,0.44,0.09,0,1.92
"240","Barnes Meadow Reservoir","BRNR",2022-08-25,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,2.62,NA,NA,6.89,544.92,71.26,1.92,0.09,0.92,1.08,8.96,0.04,1.67,0.09,0,6.97
"241","Chambers Reservoir","CBRR",2022-08-25,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,1.39,NA,NA,6.96,381.09,39.92,1.12,0.06,0.54,0.76,5.02,0.06,0.51,0.03,0,2.04
"242","Chambers Outflow","CHD",2022-08-25,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,0.55,NA,NA,6.95,374.02,40.23,1.12,0.06,0.56,0.79,5.02,0.06,0.53,0.23,0,2.06
"243","Peterson Reservoir","PTRR",2022-08-30,40.55936515,-105.7940034,"Peterson Reservoir",0.305506263817244,"Burned","Reservoir",NA,NA,NA,NA,NA,7.03,314.46,37.58,1.43,0.03,0.95,0.69,4.78,0.03,0.63,0.4,0,2.32
"244","Peterson Outlet","PTRO",2022-08-30,40.56063874,-105.7929021,"Peterson Reservoir",0.305506263817244,"Burned","Outflow",NA,NA,NA,NA,NA,6.94,325.53,37.75,1.36,0.03,0.99,0.59,4.41,0.03,0.56,0.32,0,2.01
"245","Barnes Meadow Outflow","BMD",2022-08-30,40.60065,-105.836717,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Outflow",NA,NA,NA,NA,NA,6.93,543.56,73.96,2.11,0.51,1.26,1.38,9.44,0.03,1.69,0.33,0,4.78
"246","Barnes Meadow Reservoir","BRNR",2022-08-30,40.599908,-105.830604,"Barnes Meadow Reservoir",0.449076848592701,"Burned","Reservoir",NA,NA,NA,NA,NA,6.95,507.52,69.7,1.88,0.04,0.95,1.03,8.77,0.03,1.6,0.1,0,6.77
"247","Chambers Reservoir","CBRR",2022-08-30,40.60438415,-105.8432698,"Chambers Reservoir",0.191350672099311,"Burned","Reservoir",NA,NA,NA,NA,NA,6.94,379.8,39.01,1.14,0.04,0.5,0.76,4.97,0.03,0.42,0.02,0,2.21
"248","Chambers Outflow","CHD",2022-08-30,40.60233229,-105.8427286,"Chambers Reservoir",0.191350672099311,"Burned","Outflow",NA,NA,NA,NA,NA,6.93,406.82,41.58,1.08,0.04,0.58,0.72,4.88,0.03,0.54,0.22,0,1.99
"249","Comanche Inflow","COMI",2022-08-31,40.5858963,-105.6626,"Comanche Reservoir",0.173174601127291,"Burned","Inflow",NA,NA,1.2,NA,NA,6.97,173.18,19.19,0.98,0.02,0.27,0.47,2.23,0.02,0.13,0.22,0,0.58
"250","Comanche Reservoir","COMR",2022-08-31,40.5853086,-105.6455009,"Comanche Reservoir",0.249668324769565,"Burned","Reservoir",NA,NA,1.91,NA,NA,6.99,288.59,32.66,1.7,0.01,0.54,0.72,4.56,0.02,0.22,0.11,0,0.89
"251","Hourglass Inflow","HORI",2022-08-31,40.5805091,-105.6409321,"Hourglass Reservoir",0.050851142811688,"Burned","Inflow",NA,NA,0.43,NA,NA,6.82,138.2,17.98,0.98,0.02,0.29,0.44,2.21,0.03,0.11,0.15,0,0.7
"252","Comanche Outflow","COMO",2022-08-31,40.5846048,-105.6440011,"Comanche Reservoir",0.249668324769565,"Burned","Outflow",NA,NA,2.86,NA,NA,6.95,305.49,27.48,1.31,0.02,0.44,0.67,3,0.02,0.16,0.11,0,0.4
"253","Hourglass Reservoir","HORR",2022-08-31,40.582032,-105.6314023,"Hourglass Reservoir",0.101627305894318,"Burned","Reservoir",NA,NA,4.09,NA,NA,6.97,330.57,32.61,1.78,0.02,0.49,0.75,3.81,0.02,0.18,0.09,0,0.89
"254","JWC-Joe Wright @ Aspen Glen Campground","JWC",2014-09-15,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.71,0.14,7.59,346.52,40,1.41,0.02,0.72,1.01,5.3,0.05,0.36,0.07,0,1.92
"255","Poudre Above Joe Wright","PJW",2014-09-15,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.48,0.21,7.5,274.41,43.3,1.25,0.01,0.54,1.03,5.65,0.19,0.2,0.38,0,5.44
"256","Poudre Below Rustic","PBR",2014-09-15,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.61,0.16,7.6,352.09,45.6,1.61,0.02,0.69,1.2,5.9,0.12,0.45,0.15,0,3.89
"257","Poudre South Fork","SFM",2014-09-15,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.3,0.15,7.56,334.83,41,2.57,0.03,0.61,1.15,4.67,0.14,0.54,0.02,0,2.38
"258","Poudre Below S. Fork","PSF",2014-09-15,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.63,0.15,7.61,515.51,46.6,1.79,0.03,0.68,1.22,5.85,0.12,0.49,0.1,0,3.81
"259","Poudre Above North Fork","PNF",2014-09-15,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.71,0.14,7.67,439.8,53,2.14,0.03,0.72,1.42,6.5,0.13,0.77,0.07,0,3.99
"260","Poudre Below Rustic","PBR",2015-01-16,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.54,0.21,7.8,609.43,66.7,3.15,0.04,0.91,1.93,7.41,0.09,1.44,0.36,0,3.18
"261","Poudre South Fork","SFM",2015-01-16,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.8,0.21,7.78,594.17,65.8,3.4,0.02,0.84,1.89,7.22,0.12,1.35,0.49,0,3.4
"262","Poudre Above North Fork","PNF",2015-01-16,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.95,0.26,7.86,766.23,86,4.38,0.05,0.9,2.44,9.43,0.14,2.36,0.63,0,4.35
"263","Poudre Below Rustic","PBR",2015-03-18,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.48,0.15,7.79,594.41,64.8,3.16,0.02,0.89,1.84,7.05,0.09,1.55,0,0,2.86
"264","Poudre South Fork","SFM",2015-03-18,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.42,0.17,7.76,605.17,65.4,3.44,0.01,0.9,1.89,7.11,0.12,1.46,0.11,0,3.25
"265","Poudre Above North Fork","PNF",2015-03-18,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.59,0.22,7.88,775.4,88.6,4.51,0.03,0.97,2.55,9.62,0.15,2.84,0.3,0,4.88
"266","JWC-Joe Wright @ Aspen Glen Campground","JWC",2015-04-20,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.63,0.23,7.75,504.9,57.8,2.45,0.03,0.89,1.33,6.88,0.06,1.34,0.05,0,2.36
"267","Poudre Above Joe Wright","PJW",2015-04-20,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.26,0.3,7.53,324.13,37.8,2.12,0.03,0.68,1,4.3,0.06,0.46,0.15,0,1.75
"268","Poudre South Fork","SFM",2015-04-20,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.41,0.22,7.72,504.97,58.5,3.18,0.02,0.81,1.66,6.29,0.09,1.33,0.16,0,3.4
"269","Poudre Below Rustic","PBR",2015-04-20,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.89,0.19,7.69,487.17,55.7,2.92,0.02,0.87,1.57,6.1,0.07,1.25,0,0,2.7
"270","Poudre Above North Fork","PNF",2015-04-20,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.98,0.46,7.78,629.15,87,4.73,0.04,0.98,2.37,9.53,0.15,3.66,1.22,0,5.19
"271","Poudre Below Rustic","PBR",2015-06-08,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.35,0.32,7.35,248.58,32,1.71,0.02,0.66,0.9,3.74,0.06,0.46,0.48,0,1.97
"272","Poudre Above Joe Wright","PJW",2015-06-08,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.08,0.39,7.14,162.72,25.6,1.24,0.01,0.57,0.67,3.02,0.08,0.28,0.9,0,2
"273","Poudre South Fork","SFM",2015-06-08,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.39,0.32,7.35,258.97,33.8,1.85,0.02,0.65,0.93,3.85,0.08,0.5,0.5,0,2.16
"274","Poudre Above North Fork","PNF",2015-06-08,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.45,0.34,7.46,344.59,42.7,2.24,0.03,0.73,1.18,4.91,0.1,0.94,0.53,0,2.64
"275","JWC-Joe Wright @ Aspen Glen Campground","JWC",2015-06-08,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.74,0.33,7.55,385.34,41.5,1.77,0.02,0.82,1.07,5.23,0.04,0.5,0.49,0,1.82
"276","Poudre South Fork","SFM",2015-06-22,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.97,0.37,7.43,255.1,32.7,1.71,0.02,0.58,0.87,3.56,0.09,0.43,0.72,0,1.85
"277","Poudre Below Rustic","PBR",2015-06-22,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.88,0.4,7.38,241.21,31.9,1.61,0.02,0.63,0.83,3.57,0.08,0.4,0.96,0,1.78
"278","JWC-Joe Wright @ Aspen Glen Campground","JWC",2015-06-22,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.89,0.34,7.51,308.42,35.9,1.42,0.02,0.74,0.9,4.4,0.05,0.35,0.93,0,1.64
"279","Poudre Above North Fork","PNF",2015-06-22,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5,0.38,7.53,310.16,39.2,2.05,0.03,0.63,1.05,4.32,0.11,0.74,0.74,0,2.24
"280","Poudre Above Joe Wright","PJW",2015-06-22,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.24,0.4,7.24,157.51,24.9,1.25,0.02,0.47,0.65,2.8,0.1,0.21,1.07,0,1.72
"281","JWC-Joe Wright @ Aspen Glen Campground","JWC",2015-07-13,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.02,0.3,7.56,320.09,35.8,1.42,0.02,0.72,0.87,4.37,0.05,0.35,0.81,0,1.61
"282","Poudre Above North Fork","PNF",2015-07-13,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.91,0.33,7.68,293.24,51.2,2.48,0.02,0.69,1.4,5.73,0.13,0.96,0.77,0,3.07
"283","Poudre Below Rustic","PBR",2015-07-13,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.3,0.27,7.58,317.29,39.1,1.66,0.02,0.62,1.01,4.44,0.09,0.38,0.62,0,2.43
"284","Poudre South Fork","SFM",2015-07-13,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.81,0.31,7.58,343.44,41.9,1.99,0.02,0.64,1.12,4.73,0.11,0.49,0.65,0,2.66
"285","Poudre Above Joe Wright","PJW",2015-07-13,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.75,0.33,7.4,222.6,32.2,1.34,0.02,0.49,0.8,3.78,0.14,0.2,0.92,0,3.04
"286","Poudre Below Rustic","PBR",2015-08-17,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.5,0.23,7.46,371.43,44.3,1.76,0.01,0.7,1.19,5.48,0.13,0.4,0.45,0,3.48
"287","Poudre Above Joe Wright","PJW",2015-08-17,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.11,0.26,6.7,193.11,40.6,1.4,0.02,0.61,1,5.26,0.19,0.27,0.7,0,5.02
"288","Poudre Above North Fork","PNF",2015-08-17,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.5,0.3,6.97,294.18,61.9,2.57,0.03,0.8,1.57,6.79,0.13,0.94,0.19,0,3.69
"289","JWC-Joe Wright @ Aspen Glen Campground","JWC",2015-08-17,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.59,0.31,6.88,332.05,38.1,1.53,0.02,0.78,0.99,5.11,0.06,0.29,0.56,0,1.91
"290","Poudre South Fork","SFM",2015-08-17,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.01,0.27,6.9,216.89,48.3,2.04,0.03,0.74,1.25,5.5,0.07,0.5,0.19,0,3.43
"291","Poudre Above North Fork","PNF",2015-09-14,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.68,0.26,7.45,699.7,79.7,3.9,0.04,1.01,2.25,9.3,0.17,2.1,0.43,0,4.31
"292","Poudre Below Rustic","PBR",2015-09-14,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.01,0.22,7.81,613.37,66.4,3,0.03,1.05,1.94,7.6,0.13,1.33,0.48,0,3.58
"293","Poudre South Fork","SFM",2015-09-14,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.21,0.2,7.82,587.32,65.2,3.15,0.03,0.89,1.8,6.99,0.15,1.07,0.37,0,3.26
"294","Poudre Above Joe Wright","PJW",2015-09-14,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.09,0.2,7.56,349.1,39.8,2.07,0.02,0.56,0.96,4.18,0.16,0.34,0.34,0,3.09
"295","Poudre Above North Fork","PNF",2015-10-12,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.17,0.12,7.96,897.5,98.2,5,0.05,1.12,2.77,10.71,0.2,3.66,0.09,0,5.04
"296","JWC-Joe Wright @ Aspen Glen Campground","JWC",2015-10-12,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.64,0.13,7.8,618.24,62.3,2.38,0.02,0.94,1.51,7.96,0.07,0.97,0.03,0,2.24
"297","Poudre South Fork","SFM",2015-10-12,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.1,0.09,7.84,660.53,72,3.54,0.03,0.92,1.94,7.2,0.16,1.52,0.01,0,3.51
"298","Poudre Above Joe Wright","PJW",2015-10-12,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.91,0.13,7.62,374.21,45.5,2.26,0.02,0.62,1.11,4.77,0.15,0.54,0.17,0,3.49
"299","Poudre Below Rustic","PBR",2015-10-12,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.83,0.11,7.85,682.37,74.5,3.57,0.03,1.11,2.17,7.9,0.15,2.44,0.04,0,3.75
"300","JWC-Joe Wright @ Aspen Glen Campground","JWC",2015-11-09,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.69,0.15,7.85,710.02,74.5,3.11,0.02,1.17,1.71,9.27,0.08,1.36,0.13,0,2.41
"301","Poudre Above North Fork","PNF",2015-11-09,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.87,0.2,8.02,1014.81,115.1,6.03,0.05,1.12,3.25,12.25,0.21,4.86,0.43,0,5.83
"302","Poudre Below Rustic","PBR",2015-11-09,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,1.67,0.13,7.88,694.41,75.6,3.96,0.03,1.2,2.27,8.01,0.13,1.94,0.27,0,3.65
