"","Site","Site_Code","Date","Lat","Long","Watershed","Watershed_Level","Status","Location","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4"
"406","Beaver","BEAV",2021-06-15,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,5.64,1.19,6.29,112,20.4,1.13,0.04,0.4,0.52,2.43,0.06,0.29,0.24,0,1.93
"407","Joe Wright Reservoir","JOER",2021-06-16,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",2.5,1.01,0.63,3.76,0.32,6.74,339.54,43.21,1.33,0.03,0.61,1.21,5.49,0.07,0.58,0.05,0,3.23
"408","Chambers Inlet","CBRI",2021-06-16,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",2.8,2.01,0.32,3.44,0.28,6.82,302.57,39.32,1.4,0.03,0.69,0.98,5.02,0.06,0.48,0.13,0,2.69
"409","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-06-21,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.87,0.33,6.86,318.68,45.13,1.41,0.04,0.84,1.12,5.9,0.05,0.73,0.14,0,4.57
"410","Poudre Above Joe Wright","PJW",2021-06-21,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",2.1,2.9,NA,4.52,0.4,6.67,188,29.52,1.08,0.02,0.47,0.72,3.91,0.07,0.23,0.53,0,3.03
"411","Poudre Below Rustic","PBR",2021-06-21,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.92,0.34,6.82,267.52,38.75,1.48,0.03,0.64,1.01,4.99,0.09,0.53,0.23,0,3.49
"412","Poudre South Fork","SFM",2021-06-21,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.19,0.33,6.54,145.61,22.47,1.33,0.03,0.35,0.56,2.59,0.16,0.29,0.21,0,1.7
"413","Poudre Below S. Fork","PSF",2021-06-21,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.44,0.56,6.77,272.07,36.56,1.5,0.04,0.58,0.95,4.56,0.1,0.53,0.19,0,3.17
"414","Poudre Above North Fork","PNF",2021-06-21,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.13,0.36,6.86,301.74,45.19,1.88,0.05,0.64,1.13,5.33,0.14,0.92,0.2,0,3.47
"415","Beaver","BEAV",2021-06-22,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,4.11,1.29,6.5,134.46,21.06,1.16,0.02,0.33,0.47,2.57,0.02,0.23,0.2,0,1.62
"416","Joe Wright Reservoir","JOER",2021-06-23,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",1.5,1.5,NA,3.51,0.3,7.13,335.87,41.91,1.21,0.02,0.55,1.07,5.27,0.05,0.49,0.01,0,2.98
"417","Chambers Inlet","CBRI",2021-06-23,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",4.5,0.7,NA,3.05,0.43,7.21,349.32,45.05,1.52,0.02,0.67,1.03,5.51,0.07,0.56,0.1,0,2.96
"418","Beaver","BEAV",2021-06-29,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,3.54,1.42,6.87,164.54,25.12,1.39,0.01,0.31,0.58,2.71,0.07,0.26,0.18,0,1.72
"419","Poudre South Fork","SFM",2021-07-01,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,9.63,2.49,7.11,715.76,79.71,1.54,0.08,1.92,1.59,10.26,0.08,0.57,1,0.3,3.76
"420","Poudre Below Rustic","PBR",2021-07-01,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.34,1.71,7.07,290.33,40.14,1.53,0.02,0.61,1.06,5.17,0.05,0.54,0.12,0,3.52
"421","Poudre Below S. Fork","PSF",2021-07-01,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.6,2.3,7.65,902.21,83.88,1.42,0.16,1.67,1.53,11.89,0.06,0.59,0.65,0.34,3.97
"422","Poudre South Fork","SFM",2021-07-01,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,8.46,1.41,6.94,671.56,71.12,1.66,0.08,1.83,1.45,10.51,0.08,0.52,0.76,0.14,3.77
"423","Poudre South Fork","SFM",2021-07-02,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.74,0.99,7.16,481.75,47.16,1.7,0.06,0.59,0.81,6.28,0.07,0.33,0.34,0,2.2
"424","Poudre Below Rustic","PBR",2021-07-02,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.5,0.94,7.14,355.45,45.65,1.59,0.04,0.65,1.1,5.6,0.06,0.56,0.13,0,3.74
"425","Poudre Above North Fork","PNF",2021-07-02,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.19,0.97,7.06,338.48,35.19,2.27,0.04,0.39,1.08,3.27,0.15,0.91,0.32,0,1.78
"426","Joe Wright Reservoir","JOER",2021-06-30,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",11.5,2.2,0.89,3.64,0.73,7.08,394.74,46.72,1.35,0.01,0.6,1.17,5.64,0.11,0.52,0.01,0,3.06
"427","Chambers Inlet","CBRI",2021-06-30,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",7,2.7,0.51,2.73,0.74,7.12,288.93,40.15,1.52,0.02,0.62,0.98,5.27,0.09,0.47,0.04,0,2.48
"428","Joe Wright Reservoir","JOER",2021-07-07,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",11,0.6,0.69,3.28,0.27,6.99,321.8,43.86,1.43,0.03,0.57,1.18,5.5,0.09,0.47,0.01,0,3.24
"429","Chambers Inlet","CBRI",2021-07-07,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",7,0.3,0.56,2.76,0.28,7.06,354.5,44.29,1.65,0.04,0.65,1.1,5.97,0.04,0.51,0.19,0,2.89
"430","Beaver","BEAV",2021-07-13,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.71,0.19,6.87,177.54,24.69,1.63,0.01,0.37,0.63,3.04,0.02,0.22,0.15,0,1.85
"431","Joe Wright Reservoir","JOER",2021-07-14,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",1.5,NA,1.43,3.16,0.18,7.11,316.98,45.57,1.57,0.03,0.57,1.29,6.03,0.05,0.55,0.01,0,3.39
"432","Chambers Inlet","CBRI",2021-07-14,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",2,NA,0.4,2.63,0.21,7.11,390.19,47.26,1.79,0.03,0.67,1.12,5.88,0.07,0.53,0.19,0,2.89
"433","Poudre Below S. Fork","PSF",2021-07-21,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,20.77,0.95,7.38,452.1,52.6,1.82,0.03,0.95,1.1,6.81,0.06,0.52,0.17,0,3.37
"434","Poudre Below Rustic","PBR",2021-07-21,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,14.77,0.92,7.21,778.07,107.89,1.87,0.12,2.24,2.34,16.25,0.1,0.92,1.22,0.41,5.18
"435","Sleeping Elephant","PELPH",2021-07-21,NA,NA,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,9.42,0.46,7.12,554.67,68.03,1.83,0.11,1.68,1.66,9.89,0.07,0.87,1.09,0.28,4.87
"436","Poudre Below Rustic","PBR",2021-07-21,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,12.66,0.66,7.18,525.9,53.99,1.82,0.03,0.66,1.38,5.17,0.06,0.52,0.16,0,4.81
"437","Poudre Below S. Fork","PSF",2021-07-21,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,14.99,0.79,7.24,656.29,68.4,1.89,0.13,1.49,1.56,8.76,0.08,0.8,0.87,0.23,4.74
"438","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-07-26,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.54,0.42,7.07,356.61,43.72,1.49,0.06,0.63,1.06,5.1,0.04,0.53,0.12,0,3.44
"439","Poudre Above Joe Wright","PJW",2021-07-26,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",3.5,8,NA,6.52,0.53,6.97,234.4,46.54,1.38,0.05,0.56,1.18,6.68,0.06,0.41,0.6,0,6.34
"440","Poudre Below Rustic","PBR",2021-07-26,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.74,0.48,7.18,393.74,51.66,1.82,0.05,0.74,1.38,6.29,0.11,0.65,0.41,0,4.94
"441","Poudre South Fork","SFM",2021-07-26,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.23,0.36,7.06,277.2,35.51,2.09,0.02,0.42,0.98,3.94,0.06,0.37,0.21,0,2.3
"442","Poudre Below S. Fork","PSF",2021-07-26,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.82,0.44,7.18,425.63,59.89,2.03,0.04,0.74,1.43,6.29,0.08,0.75,0.4,0,4.72
"443","Poudre Above North Fork","PNF",2021-07-26,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,9.05,0.53,7.19,479.02,61.84,2.4,0.03,0.84,1.64,4.4,0.13,1.3,0.37,0,4.87
"444","Beaver","BEAV",2021-07-27,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,5.2,0.36,6.74,215.12,27.33,1.71,0.03,0.34,0.73,2.98,0.03,0.29,0.15,0,1.88
"445","Joe Wright Reservoir","JOER",2021-07-28,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",2.75,0,0.51,6.74,0.17,7.08,320.99,42.81,1.48,0.03,0.55,1.11,5.88,0.04,0.51,0.01,0,3.12
"446","Chambers Inlet","CBRI",2021-07-28,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3,0,0.42,6.8,0.18,7.12,388.51,47.2,1.64,0.03,0.64,1.08,5.73,0.04,0.48,0.18,0,2.79
"447","Poudre Below S. Fork","PSF",2021-08-04,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,11.41,0.52,7.17,452.62,57.34,1.72,0.01,1.1,1.2,5.83,0.09,0.73,0.77,0,4.06
"448","Poudre South Fork","SFM",2021-08-04,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,11.13,0.58,7.05,318.47,37.89,1.89,0.04,0.59,0.93,4.11,0.04,0.42,0.37,0,2.33
"449","Poudre Below Rustic","PBR",2021-08-04,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,11.96,0.59,7.08,352.45,46.69,1.7,0.03,0.88,1.21,5.8,0.04,0.72,0.95,0,3.89
"450","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-08-04,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.25,0.25,7.03,343.61,46.63,1.62,0.07,0.74,1.11,5.56,0.05,0.66,0.56,0,3.54
"451","Long Draw Inlet","LNGI",2021-08-04,NA,NA,"Hourglass Reservoir",NA,"Partially Burned","Inflow",75,NA,NA,8.42,0.59,6.77,104.13,36.51,1.36,0.04,1.09,0.73,3.53,0.05,1.95,1.28,0,6.71
"452","Joe Wright Reservoir","JOER",2021-08-04,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",2.5,NA,0.83,6.85,0.17,7.04,324.09,40.82,1.39,0.01,0.62,0.9,5.25,0.09,0.47,0.02,0,3.83
"453","Chambers Inlet","CBRI",2021-08-04,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.25,NA,0.47,8.46,0.24,7.11,367.5,39.08,1.77,0.01,0.78,0.9,4.78,0.07,0.63,0.1,0,3.34
"454","Beaver","BEAV",2021-08-10,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,5.51,0.32,6.97,223.2,29.6,1.87,0.02,0.54,0.62,2.82,0.04,0.47,0.64,0,2.84
"455","Joe Wright Reservoir","JOER",2021-08-11,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",3,NA,0.83,6.55,0.29,7.16,376.78,45.27,1.46,0.02,0.65,1.27,6.38,0.1,0.45,0.01,0,3.87
"456","Chambers Inlet","CBRI",2021-08-11,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",2.5,1.5,0.35,6.77,0.38,7.18,385.95,48.79,1.79,0.04,0.78,1.22,6.56,0.09,0.57,0.06,0,3.24
"457","Joe Wright Reservoir","JOER",2021-08-18,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",4.35,1,1.19,6.61,0.18,6.98,394.72,49.08,1.49,0.04,0.67,1.31,6.55,0.12,0.45,0.02,0,4.02
"458","Chambers Inlet","CBRI",2021-08-18,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.25,1.8,0.47,7.11,0.15,7.12,443.48,53.35,2.06,0.07,0.86,1.28,7.17,0.06,0.61,0.05,0,3.3
"459","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-08-23,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.99,0.2,7,371.61,45.08,1.81,0.07,0.73,1.05,5.53,0.04,0.65,0.36,0,2.18
"460","Poudre Above Joe Wright","PJW",2021-08-23,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",4,0.54,NA,6.2,0.3,6.94,272.95,40.79,1.37,0.05,0.63,0.96,4.92,0.07,0.36,0.7,0,5
"461","Poudre Below Rustic","PBR",2021-08-23,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.17,0.25,7.08,416.18,52.37,2.1,0.05,0.81,1.23,6.24,0.04,0.79,0.36,0,3.97
"462","Poudre South Fork","SFM",2021-08-23,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.09,0.24,6.99,334.67,38.55,2.34,0.05,0.65,0.93,3.96,0.04,0.49,0.3,0,1.61
"463","Poudre Below S. Fork","PSF",2021-08-23,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.3,0.22,7.07,290.51,41.21,2.86,0.13,0.93,0.85,3.59,0.08,1.5,0.26,0,3.7
"464","Poudre Above North Fork","PNF",2021-08-23,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,7.81,0.5,7.2,433.66,55.53,2.39,0.03,0.92,1.61,6.32,0.12,1.01,0.23,0,4.69
"465","Beaver","BEAV",2021-08-24,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.63,0.32,6.88,247.65,29.96,1.99,0.05,0.5,0.42,2.85,0.02,0.37,0.25,0,2.2
"466","Joe Wright Reservoir","JOER",2021-08-25,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",2.5,1.65,1.51,6.3,0.2,7.16,381.23,48.45,1.44,0.03,0.6,1.21,6.3,0.09,0.47,0.03,0,3.99
"467","Chambers Inlet","CBRI",2021-08-25,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.5,5.83,0.45,7.02,0.18,7.21,456.88,54.51,1.96,0.04,0.82,1.01,7.33,0.05,0.65,0.12,0,3.46
"468","Joe Wright Reservoir","JOER",2021-09-01,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",2.5,2.2,1.51,6.21,0.19,7.21,387.54,47.32,1.48,0.02,0.6,1.12,6.31,0.08,0.48,0.04,0,3.71
"469","Chambers Inlet","CBRI",2021-09-01,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",4,1.11,0.29,6.83,0.21,7.12,442.21,53.21,1.98,0.03,0.82,1.1,6.98,0.05,0.66,0.09,0,3.45
"470","Joe Wright Reservoir","JOER",2021-09-08,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",3.5,1.2,1.21,4.57,0.19,6.97,373.4,50.97,1.49,0,0.64,1.36,7.02,0.11,0.48,0.03,0,3.91
"471","Chambers Inlet","CBRI",2021-09-08,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.4,NA,0.37,4.34,0.23,6.99,441.15,53.77,2.12,0.01,0.89,1.29,7.52,0.08,0.7,0.1,0,2.92
"472","Beaver","BEAV",2021-09-14,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.62,0.21,6.88,284.03,33.17,2.03,0.06,0.53,0.54,2.67,0.14,0.56,0.51,0,2.44
"473","Joe Wright Reservoir","JOER",2021-09-15,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",4.1,0.2,1.75,3.27,0.16,7.16,370.39,52.16,1.57,0.05,0.74,1.53,7,0.1,0.52,0.04,0,3.98
"474","Chambers Inlet","CBRI",2021-09-15,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",5.5,1.93,0.58,4.51,0.21,7.15,345.49,48.1,1.58,0.01,0.76,1.4,6.45,0.08,0.64,0.22,0,3.37
"475","Joe Wright Reservoir","JOER",2021-09-22,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",2.8,NA,1.77,3.34,0.15,7.05,355.97,49.47,1.55,0.01,0.67,1.45,7.06,0.1,0.51,0.06,0,3.99
"476","Chambers Inlet","CBRI",2021-09-22,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",4,NA,0.92,4.61,0.2,7.02,334.98,46.96,1.58,0.01,0.71,1.33,6.56,0.08,0.63,0.21,0,3.38
"477","Joe Wright Reservoir","JOER",2021-09-28,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",2.5,NA,1.45,3.51,0.15,6.98,361.96,50.49,1.43,0.02,0.64,1.41,6.93,0.1,0.51,0.01,0,3.85
"478","Chambers Inlet","CBRI",2021-09-28,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.6,NA,1.18,4.33,0.18,6.98,343.68,48.86,1.46,0.03,0.68,1.34,6.72,0.08,0.58,0.15,0,3.36
"479","Beaver","BEAV",2021-09-29,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.44,0.23,6.82,298.35,31.84,2.48,0.03,0.57,0.61,2.66,0.05,0.52,0.22,0,2.38
"480","Joe Wright Reservoir","JOER",2021-10-13,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",4.5,12.68,2.78,3.23,0.15,7.18,394.35,51.46,1.5,0.01,0.63,1.44,6.59,0.09,0.57,0.01,0,3.87
"481","Chambers Inlet","CBRI",2021-10-13,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.9,5.5,1.58,3.96,0.18,7.22,471.8,60.74,2.29,0.03,0.85,1.47,7.59,0.08,1.1,0.06,0,3.37
"482","Beaver","BEAV",2021-10-12,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.34,0.24,6.86,306.44,35.82,3.25,0.03,0.69,0.63,2.36,0.11,0.83,0.09,0,3.04
"483","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-10-08,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.22,0.21,7.28,458.66,47.75,1.85,0.06,0.75,1.03,5.44,0.04,0.64,0.27,0,2
"484","Poudre Above Joe Wright","PJW",2021-10-08,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",2.6,2.92,NA,4.99,0.3,7.16,341.42,43.78,1.38,0.04,0.58,0.91,4.45,0.06,0.4,0.63,0,4.93
"485","Poudre Below Rustic","PBR",2021-10-08,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.01,0.28,7.54,547.39,56.18,2.05,0.03,0.82,1.08,5.8,0.04,0.81,0.34,0,4
"486","Poudre South Fork","SFM",2021-10-08,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.51,0.29,7.26,454.81,43.97,2.21,0.04,0.61,0.9,3.8,0.04,0.51,0.3,0,1.73
"487","Poudre Below S. Fork","PSF",2021-10-08,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,6.34,0.21,7.58,360.67,43.05,2.31,0.03,0.93,0.89,3.67,0.07,1.41,0.35,0,3.9
"488","Poudre Above North Fork","PNF",2021-10-08,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.51,0.52,7.61,514.88,57.4,2.44,0.03,0.84,1.52,4.55,0.11,1.21,0.22,0,4.56
"489","Joe Wright Reservoir","JOER",2021-10-26,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",4,109.63,2.24,4.01,0.14,6.99,423.31,50.32,1.52,0.01,0.69,1.42,6.27,0.15,0.56,0.05,0,3.93
"490","Chambers Inlet","CBRI",2021-10-26,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",3.5,23.06,1.22,4.67,0.2,7.24,541.29,60.19,2.3,0.01,0.93,1.38,6.18,0.08,1.06,0.3,0,3.66
"491","Beaver","BEAV",2021-10-27,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,3.03,0.23,6.94,308.91,33.41,2.32,0,0.58,0.52,2.17,0.11,0.61,0.48,0,2.45
"492","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-11-05,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.76,0.2,7.25,467.04,47.29,1.94,0.05,0.9,0.74,3.69,0.07,1.04,0.15,0,4.25
"493","Poudre Above Joe Wright","PJW",2021-11-05,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,2.89,NA,2.82,0.47,7.45,273.76,35.64,2.1,0.02,0.64,0.61,2.6,0.05,0.83,1.24,0,3.69
"494","Poudre Below S. Fork","PSF",2021-11-05,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.9,0.2,7.51,381.79,51.52,3.76,0.02,0.95,1.11,4.14,0.09,1.63,0.23,0,4.59
"495","Poudre Below Rustic","PBR",2021-11-05,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.06,0.25,7.35,396.57,53.84,3.7,0.03,1.04,1.16,4.25,0.05,1.69,0.35,0,4.75
"496","Poudre South Fork","SFM",2021-11-05,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.81,0.26,7.59,359.06,39.13,3.22,0.01,0.6,0.71,2.6,0.08,0.69,0.52,0,2.95
"497","Poudre Above North Fork","PNF",2021-11-05,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.51,0.18,7.6,563.48,61.47,2.46,0.01,1.09,1.84,4.46,0.16,1.08,0.07,0,5.53
"498","Beaver","BEAV",2021-12-01,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.47,0.32,6.86,242.77,31.73,2.95,0.01,0.57,0.56,2.3,0.03,0.61,0.77,0,2.63
"499","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-11-29,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.84,0.18,6.99,439.46,51.8,2.18,0.03,0.98,0.85,4.34,0.06,1.13,0.03,0,4.4
"500","Poudre Above Joe Wright","PJW",2021-11-29,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.68,0.52,7.34,284.01,39.08,2.83,0.04,0.67,0.66,2.91,0.08,0.82,1.63,0,3.7
"501","Poudre Below Rustic","PBR",2021-11-29,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.91,0.3,7.3,435.73,60.89,3.76,0.05,1.08,1.24,4.5,0.05,1.73,0.49,0,4.84
"502","Poudre South Fork","SFM",2021-11-29,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.71,0.29,7.58,360.91,38.94,2.94,0.05,0.61,0.74,2.69,0.08,0.68,0.55,0,2.99
"503","Poudre Below S. Fork","PSF",2021-11-29,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.98,0.26,7.21,376.08,54.74,4.01,0.03,1.11,1.26,4.65,0.11,1.88,0.36,0,5.07
"504","Poudre Above North Fork","PNF",2021-12-03,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.17,0.15,7.51,390.52,47.56,2.61,0.01,0.93,1.62,4.1,0.07,0.94,0.11,0,1.85
"505","JWC-Joe Wright @ Aspen Glen Campground","JWC",2021-12-14,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.91,0.25,7.52,482.43,56.7,2.09,0.01,0.91,0.84,4.12,0.06,1.13,0.05,0,4.57
"506","Poudre Above Joe Wright","PJW",2021-12-14,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.69,0.56,7.38,335.82,41.67,2.48,0.02,0.64,0.65,2.9,0.07,0.81,1.64,0,3.51
