Date,Stage_cm
2018-06-15,15.401041666666666
2018-06-16,15.276041666666666
2018-06-17,16.8875
2018-06-18,17.323958333333334
2018-06-19,16.639583333333334
2018-06-20,15.929166666666667
2018-06-21,15.377083333333333
2018-06-22,NA
2018-06-23,NA
2018-06-24,NA
2018-06-25,NA
2018-06-26,NA
2018-06-27,NA
2018-06-28,NA
2018-06-29,NA
2018-06-30,NA
2018-07-01,NA
2018-07-02,NA
2018-07-03,NA
2018-07-04,NA
2018-07-05,NA
2018-07-06,NA
2018-07-07,NA
2018-07-08,NA
2018-07-09,NA
2018-07-10,NA
2018-07-11,NA
2018-07-12,NA
2018-07-13,NA
2018-07-14,NA
2018-07-15,NA
2018-07-16,NA
2018-07-17,NA
2018-07-18,NA
2018-07-19,NA
2018-07-20,NA
2018-07-21,NA
2018-07-22,NA
2018-07-23,NA
2018-07-24,NA
2018-07-25,NA
2018-07-26,NA
2018-07-27,NA
2018-07-28,NA
2018-07-29,NA
2018-07-30,NA
2018-07-31,NA
2018-08-01,NA
2018-08-02,NA
2018-08-03,NA
2018-08-04,NA
2018-08-05,NA
2018-08-06,NA
2018-08-07,NA
2018-08-08,NA
2018-08-09,NA
2018-08-10,NA
2018-08-11,NA
2018-08-12,NA
2018-08-13,NA
2018-08-14,NA
2018-08-15,NA
2018-08-16,NA
2018-08-17,NA
2018-08-18,NA
2018-08-19,NA
2018-08-20,NA
2018-08-21,NA
2018-08-22,NA
2018-08-23,NA
2018-08-24,NA
2018-08-25,NA
2018-08-26,NA
2018-08-27,NA
2018-08-28,NA
2018-08-29,NA
2018-08-30,NA
2018-08-31,NA
2018-09-01,NA
2018-09-02,NA
2018-09-03,NA
2018-09-04,NA
2018-09-05,NA
2018-09-06,NA
2018-09-07,NA
2018-09-08,NA
2018-09-09,NA
2018-09-10,NA
2018-09-11,NA
2018-09-12,NA
2018-09-13,NA
2018-09-14,NA
2018-09-15,NA
2018-09-16,NA
2018-09-17,NA
2018-09-18,NA
2018-09-19,NA
2018-09-20,NA
2018-09-21,NA
2019-06-11,17.47222222222222
2019-06-12,17.603125
2019-06-13,17.41979166666667
2019-06-14,17.210416666666667
2019-06-15,16.983333333333334
2019-06-16,16.835416666666667
2019-06-17,16.910416666666666
2019-06-18,19.784375
2019-06-19,20.872916666666665
2019-06-20,20.144791666666666
2019-06-21,20.720833333333335
2019-06-22,22.614583333333332
2019-06-23,23.783333333333335
2019-06-24,23.63125
2019-06-25,23.140625
2019-06-26,22.692708333333332
2019-06-27,22.110416666666666
2019-06-28,21.370833333333334
2019-06-29,20.730208333333334
2019-06-30,20.496875
2019-07-01,19.96875
2019-07-02,19.175
2019-07-03,18.663541666666667
2019-07-04,18.339583333333334
2019-07-05,17.971875
2019-07-06,17.695833333333333
2019-07-07,17.366666666666667
2019-07-08,17.072916666666668
2019-07-09,16.51875
2019-07-10,15.945833333333333
2019-07-11,15.482291666666667
2019-07-12,15.117708333333333
2019-07-13,14.713541666666666
2019-07-14,14.70625
2019-07-15,15.282291666666667
2019-07-16,14.586458333333333
2019-07-17,14.020833333333334
2019-07-18,13.276041666666666
2019-07-19,12.58125
2019-07-20,12.566666666666666
2019-07-21,13.641666666666666
2019-07-22,13.698958333333334
2019-07-23,12.965625
2019-07-24,12.288541666666667
2019-07-25,12.180208333333333
2019-07-26,12.192777777777778
2019-10-17,13.136363636363637
2019-10-18,13.3375
2019-10-19,13.5625
2019-10-20,13.820833333333333
2019-10-21,14.195833333333333
2019-10-22,14.404166666666667
2019-10-23,15.141666666666666
2019-10-24,15.454166666666667
2019-10-25,15.720833333333333
2019-10-26,15.745833333333334
2019-10-27,15.941666666666666
2019-10-28,16.041666666666668
2019-10-29,16.045833333333334
2019-10-30,16.191666666666666
2019-10-31,16.35
2019-11-01,16.4125
2019-11-02,16.416666666666668
2019-11-03,16.695833333333333
2019-11-04,16.90833333333333
2019-11-05,16.525
2019-11-06,16.375
2019-11-07,16.34583333333333
2019-11-08,16.291666666666668
2019-11-09,16.2875
2019-11-10,16.354166666666668
2019-11-11,16.40416666666667
