Date,SM_5,SM_40,SM_50,Ts_C
2017-04-04,0.45859375,0.5643854166666666,0.463,0.6
2017-04-05,0.4591145833333333,0.565,0.463,0.6
2017-04-06,0.46023958333333337,0.565,0.463,0.6
2017-04-07,0.461625,0.565,0.46456250000000004,0.6
2017-04-08,0.4628125,0.565,0.46684375,0.6
2017-04-09,0.4647916666666667,0.565,0.467,0.6
2017-04-10,0.4669270833333334,0.565,0.467,0.6
2017-04-11,0.46815625,0.565,0.467,0.6
2017-04-12,0.46721874999999996,0.5649895833333333,0.4673333333333334,0.6
2017-04-13,0.4469166666666667,0.565,0.46336458333333336,0.6
2017-04-14,0.5823020833333333,0.5651041666666666,0.46320833333333333,0.5989583333333333
2017-04-15,0.7963020833333334,0.565,0.4647916666666667,0.5041666666666667
2017-04-16,0.8011770833333334,0.565,0.465,0.5
2017-04-17,0.8082291666666667,0.565,0.465,0.5
2017-04-18,0.8169375,0.565,0.465,0.5
2017-04-19,0.82740625,0.565,0.4652291666666667,0.5
2017-04-20,0.8315833333333333,0.565,0.466,0.5
2017-04-21,0.8353229166666666,0.565,0.46564583333333337,0.5
2017-04-22,0.8389791666666666,0.565,0.4667395833333334,0.5
2017-04-23,0.8429166666666666,0.565,0.46697916666666667,0.5
2017-04-24,0.8518125,0.565,0.4669375,0.5
2017-04-25,NA,0.565,0.4669479166666667,NA
2017-04-26,NA,0.565,0.467,NA
2017-04-27,0.8541041666666667,0.565,0.467,0.5
2017-04-28,0.856125,0.5651145833333333,0.467,0.5
2017-04-29,0.8598854166666666,0.5660104166666666,0.467,0.5
2017-04-30,0.8625104166666666,0.5664583333333333,0.467,0.5
2017-05-01,0.8644791666666667,0.5669583333333332,0.4671354166666667,0.5
2017-05-02,0.86721875,0.5669687499999999,0.46797916666666667,0.5
2017-05-03,0.8710416666666667,0.567,0.468,0.5
2017-05-04,0.8779166666666667,0.5664895833333333,0.468,0.5
2017-05-05,0.8922604166666667,0.5651875,0.46818750000000003,0.5
2017-05-06,0.8879583333333333,0.5654999999999999,0.46882291666666664,0.5
2017-05-07,0.88171875,0.565,0.4689583333333333,0.5
2017-05-08,0.8786041666666666,0.5657083333333333,0.46953124999999996,0.49583333333333335
2017-05-09,0.87784375,0.5666666666666667,0.47,0.49895833333333334
2017-05-10,0.8828958333333333,0.56690625,0.47,0.5
2017-05-11,0.9109583333333333,0.5669583333333332,0.47,0.5125
2017-05-12,0.9233541666666667,0.5668854166666666,0.47,0.5
2017-05-13,0.9265625000000001,0.5669270833333333,0.47,0.5
2017-05-14,0.9425729166666666,0.567,0.47,0.5
2017-05-15,0.9718125,0.567,0.47,0.5010416666666667
2017-05-16,0.9794270833333333,0.567,0.4698645833333333,0.5010416666666667
2017-05-17,0.9829270833333333,0.567,0.4699583333333333,0.5208333333333334
2017-05-18,0.9848645833333333,0.567,0.4699583333333333,0.528125
2017-05-19,0.9835937499999999,0.567,0.46878125,0.5
2017-05-20,0.9755625,0.567,0.4684583333333333,0.5
2017-05-21,0.9626354166666666,0.567,0.46904166666666663,0.5
2017-05-22,0.9491458333333332,0.567,0.4690625,0.5
2017-05-23,0.9411145833333333,0.567,0.47,0.478125
2017-05-24,0.9361041666666667,0.567,0.46924999999999994,0.421875
2017-05-25,0.9340520833333333,0.567,0.4695833333333333,0.4916666666666667
2017-05-26,0.9346145833333334,0.567,0.47,0.4010416666666667
2017-05-27,0.92709375,0.567,0.47,0.42500000000000004
2017-05-28,0.9227708333333334,0.567,0.47002083333333333,0.5
2017-05-29,0.9316041666666667,0.567,0.47002083333333333,0.5
2017-05-30,0.9375833333333333,0.567,0.4707083333333333,0.5
2017-05-31,0.9428749999999999,0.5671979166666666,0.47081249999999997,0.5
2017-06-01,0.9587291666666666,0.5686145833333333,0.47132291666666665,0.5
2017-06-02,0.9843645833333333,0.56875,0.4738958333333333,0.5
2017-06-03,0.9918645833333333,0.569,0.47729166666666667,0.509375
2017-06-04,0.9930208333333334,0.5690624999999999,0.48062499999999997,0.53125
2017-06-05,0.99846875,0.5706249999999999,0.47659375,0.5354166666666667
2017-06-06,0.9998541666666666,0.5754895833333333,0.47594791666666664,0.5864583333333333
2017-06-07,1.0001041666666666,0.5763645833333333,0.47229166666666667,0.5572916666666666
2017-06-08,1.0021041666666666,0.5753958333333333,0.47951041666666666,0.5291666666666667
2017-06-09,1.0028958333333333,0.5759270833333333,0.4833125,0.55
2017-06-10,1.00328125,NA,0.48522916666666666,0.5625
2017-06-11,1.0043020833333334,NA,0.48165625,0.6
2017-06-12,1.004125,NA,0.47529166666666667,0.5947916666666666
2017-06-13,1.0054479166666666,NA,0.4735625,0.6
2017-06-14,1.0049895833333333,NA,0.4730729166666666,0.6
2017-06-15,1.0056770833333333,NA,0.4723958333333333,0.5822916666666667
2017-06-16,1.0062395833333333,NA,0.47319791666666666,0.559375
2017-06-17,1.0073020833333333,NA,0.4778958333333333,0.6010416666666667
2017-06-18,1.0072708333333333,NA,0.48394791666666664,0.6385416666666667
2017-06-19,1.0076145833333332,NA,0.4823854166666667,0.6729166666666666
2017-06-20,1.0078645833333333,NA,0.4815833333333333,0.7177083333333333
2017-06-21,1.0081041666666666,NA,0.47840625,0.8635416666666667
2017-06-22,1.0100104166666666,NA,0.4771458333333333,1.1031250000000001
2017-06-23,1.0098229166666666,NA,0.4784583333333333,1.2177083333333334
2017-06-24,1.0093333333333332,0.5850416666666667,0.48063541666666665,1.3364583333333333
2017-06-25,1.0092916666666667,0.5717291666666666,0.4786458333333333,1.6802083333333333
2017-06-26,1.0109479166666666,0.5695208333333333,0.47562499999999996,4.013541666666667
2017-06-27,1.011,0.5691041666666666,0.475,7.201041666666667
2017-06-28,1.011,0.569,0.475,7.248958333333333
2017-06-29,1.011,0.569,0.475,7.186458333333333
2017-06-30,1.011,0.5690520833333332,0.475,7.717708333333333
2017-07-01,1.011,0.5695729166666667,0.475,8.50625
2017-07-02,1.011,0.57,0.47503124999999996,9.160416666666666
2017-07-03,1.011,NA,NA,9.039583333333333
2017-07-04,1.011,NA,NA,9.022916666666667
2017-07-05,1.011,NA,NA,9.438541666666667
2017-07-06,1.011,NA,NA,9.903125
2017-07-07,1.0045104166666665,NA,NA,9.7375
2017-07-08,0.8510520833333334,NA,NA,9.2
2017-07-09,0.53128125,NA,NA,9.58125
2017-07-10,0.52559375,NA,NA,10.73125
2017-07-11,0.5270833333333333,NA,NA,11.228125
2017-07-12,0.5297083333333333,NA,NA,10.611458333333333
2017-07-13,0.5079479166666667,NA,NA,11.136458333333334
2017-07-14,0.497,NA,NA,12.1125
2017-07-15,0.48741666666666666,NA,NA,12.575
2017-07-16,0.4816875,NA,NA,12.057291666666666
