Date,P_in
7/14/2017,0
7/15/2017,0
7/16/2017,0
7/17/2017,0
7/18/2017,0
7/19/2017,0.49
7/20/2017,0.21
7/21/2017,0.22
7/22/2017,0
7/23/2017,0
7/24/2017,0
7/25/2017,0.61
7/26/2017,0.33
7/27/2017,0.03
7/28/2017,0.11
7/29/2017,0.01
7/30/2017,0.18
7/31/2017,0
8/1/2017,0
8/2/2017,0
8/3/2017,0.14
8/4/2017,0.14
8/5/2017,0.21
8/6/2017,0.04
8/7/2017,1.08
8/8/2017,0.46
8/9/2017,0.5
8/10/2017,0.12
8/11/2017,0.04
8/12/2017,0.37
8/13/2017,0.17
8/14/2017,0.1
8/15/2017,0.11
8/16/2017,0.06
8/17/2017,0
8/18/2017,0
8/19/2017,0
8/20/2017,0
8/21/2017,0
8/22/2017,0.08
8/23/2017,0.09
8/24/2017,0.13
8/25/2017,0
8/26/2017,0
8/27/2017,0
8/28/2017,0
8/29/2017,0
8/30/2017,0.01
8/31/2017,0.11
9/1/2017,0
9/2/2017,0
9/3/2017,0
9/4/2017,0
9/5/2017,0
9/6/2017,0
9/7/2017,0
9/8/2017,0.1
9/9/2017,0.05
9/10/2017,0.26
9/11/2017,0.03
9/12/2017,0.29
9/13/2017,0.01
9/14/2017,0.06
9/15/2017,0.25
9/16/2017,0.1
9/17/2017,0
9/18/2017,0
9/19/2017,0
9/20/2017,0
9/21/2017,0
9/22/2017,0.01
9/23/2017,0.42
9/24/2017,0.51
9/25/2017,0
9/26/2017,0
9/27/2017,0.07
9/28/2017,0.42
9/29/2017,0.04
9/30/2017,0.26
10/1/2017,1.19
10/2/2017,1.15
10/3/2017,0.01
10/4/2017,0
10/5/2017,0
10/6/2017,0.02
10/7/2017,0
10/8/2017,0.2
10/9/2017,0.45
10/10/2017,0
10/11/2017,0
10/12/2017,0
10/13/2017,0
10/14/2017,0.04
10/15/2017,0
10/16/2017,0
10/17/2017,0
10/24/2017,0
10/25/2017,0
10/26/2017,0.07
10/27/2017,0
10/28/2017,0
10/29/2017,0
10/30/2017,0.02
10/31/2017,0.26
11/1/2017,0
11/2/2017,0
11/3/2017,0
11/4/2017,0.72
11/5/2017,1.08
11/6/2017,0
11/7/2017,0.12
11/8/2017,0
11/9/2017,0
11/10/2017,0
11/11/2017,0
11/12/2017,0
11/13/2017,0
11/14/2017,0
11/15/2017,0
11/16/2017,0
11/17/2017,0.86
11/18/2017,0.25
11/19/2017,0
11/20/2017,0.01
11/21/2017,0.61
11/22/2017,0.26
11/23/2017,0
11/24/2017,0.06
11/25/2017,0
11/26/2017,0
11/27/2017,0
11/28/2017,0
11/29/2017,0
11/30/2017,0
12/1/2017,0
12/2/2017,0.01
12/3/2017,0.12
12/4/2017,0.23
12/5/2017,0
12/6/2017,
12/7/2017,
12/8/2017,
12/9/2017,
12/10/2017,
12/11/2017,
12/12/2017,0
12/13/2017,0.18
12/14/2017,0.17
12/15/2017,0
12/16/2017,0
12/17/2017,0
12/18/2017,0
12/19/2017,0
12/20/2017,0
12/21/2017,0.57
12/22/2017,0.06
12/23/2017,0.21
12/24/2017,0.02
12/25/2017,0.01
12/28/2017,0
12/29/2017,0.05
12/30/2017,0
12/31/2017,0.01
1/1/2018,0
1/2/2018,0
1/3/2018,0
1/4/2018,0
1/5/2018,0
1/6/2018,0
1/7/2018,0
1/8/2018,0
1/9/2018,0.01
1/11/2018,0.01
1/13/2018,0.01
1/14/2018,0
1/15/2018,0
1/16/2018,0
1/17/2018,0
1/18/2018,0
1/19/2018,0
1/20/2018,0.04
1/21/2018,0.73
1/22/2018,0.04
1/23/2018,0.05
1/24/2018,0
1/25/2018,0.02
1/26/2018,0.3
1/27/2018,0.01
1/28/2018,0.02
1/29/2018,0
1/30/2018,0
1/31/2018,0.01
2/1/2018,0.17
2/3/2018,0
2/6/2018,0.1
2/7/2018,0.03
2/8/2018,0
2/9/2018,0
2/11/2018,0
2/12/2018,0
2/16/2018,0
2/17/2018,0.01
2/18/2018,0
2/19/2018,0.63
2/20/2018,0.07
2/21/2018,0.03
2/22/2018,0.09
2/23/2018,0.26
2/24/2018,0.28
2/25/2018,0.12
2/26/2018,0
2/27/2018,0
2/28/2018,0.09
3/1/2018,0.03
3/2/2018,0
3/3/2018,0
3/4/2018,0.19
3/5/2018,0.15
3/6/2018,0.04
3/7/2018,0
3/8/2018,0
3/9/2018,0.03
3/10/2018,0.19
3/11/2018,0
3/12/2018,0
3/13/2018,0
3/14/2018,0
3/15/2018,0.77
3/16/2018,0.09
3/17/2018,0
3/18/2018,0.32
3/19/2018,0.06
3/20/2018,0.13
3/21/2018,0.02
3/22/2018,0.15
3/23/2018,0.72
3/24/2018,0
3/25/2018,0
3/26/2018,0.14
3/27/2018,0.01
3/28/2018,0.21
3/29/2018,0.4
3/30/2018,0.01
3/31/2018,0
4/1/2018,0.22
4/2/2018,0.02
4/3/2018,0
4/4/2018,0
4/5/2018,0.09
4/6/2018,1.21
4/7/2018,0.56
4/8/2018,1.02
4/9/2018,0.32
4/10/2018,0
4/11/2018,0
4/12/2018,0.28
4/13/2018,0.21
4/14/2018,0.32
4/15/2018,0.13
4/16/2018,0
4/17/2018,0.23
4/18/2018,0.05
4/19/2018,0
4/20/2018,0.34
4/21/2018,0.05
4/22/2018,0
4/23/2018,0.08
4/24/2018,0.22
4/25/2018,0
4/26/2018,0
4/27/2018,0
4/28/2018,0
4/29/2018,0
4/30/2018,0
5/1/2018,0.02
5/2/2018,0.69
5/3/2018,0.45
5/4/2018,0
5/5/2018,0
5/6/2018,0
5/7/2018,0
5/8/2018,0
5/9/2018,0
5/10/2018,0
5/11/2018,0
5/12/2018,0.36
5/13/2018,0.04
5/14/2018,0
5/15/2018,0
5/16/2018,0
5/17/2018,0
5/18/2018,0.14
5/19/2018,0.35
5/20/2018,0.02
5/21/2018,0
5/22/2018,0.25
5/23/2018,0
5/24/2018,0
5/25/2018,0
5/26/2018,0
5/27/2018,0
5/28/2018,0.4
5/29/2018,0.05
5/30/2018,0
5/31/2018,0
6/1/2018,0
6/2/2018,0
6/3/2018,0.1
6/4/2018,0
6/5/2018,0
6/6/2018,0
6/7/2018,0
6/8/2018,0
6/9/2018,0
6/10/2018,0
6/11/2018,0
6/12/2018,0
6/13/2018,0
6/14/2018,0
6/15/2018,0
6/16/2018,0.22
6/17/2018,0.64
6/18/2018,0
6/19/2018,0
6/20/2018,0
6/21/2018,0
6/22/2018,0.04
6/23/2018,0
6/24/2018,0.16
6/25/2018,0
6/26/2018,0
6/27/2018,0
6/28/2018,0
6/29/2018,0
6/30/2018,0
7/1/2018,0
7/2/2018,0
7/3/2018,0
7/4/2018,0
7/5/2018,0.03
7/6/2018,0.01
7/7/2018,0.13
7/8/2018,0.4
7/9/2018,0
7/10/2018,0
7/11/2018,0
7/12/2018,0.88
7/13/2018,0
7/14/2018,0
7/15/2018,0.08
7/16/2018,0
7/17/2018,0.02
7/18/2018,0
7/19/2018,0
7/20/2018,0
7/21/2018,0
7/22/2018,0.12
7/23/2018,0.33
7/24/2018,0
7/25/2018,0
7/26/2018,0
7/27/2018,0
7/28/2018,0.06
7/29/2018,0
7/30/2018,0
7/31/2018,0
8/1/2018,0
8/2/2018,0
8/3/2018,0.05
8/4/2018,0
8/5/2018,0.11
8/6/2018,0
8/7/2018,0
8/8/2018,0
8/9/2018,0
8/10/2018,0
8/11/2018,0
8/12/2018,0
8/13/2018,0
8/14/2018,NA
8/15/2018,0
8/16/2018,0
8/17/2018,0.16
8/18/2018,NA
8/19/2018,0
8/20/2018,0
8/21/2018,0.14
8/22/2018,0.11
8/23/2018,0
8/24/2018,0
8/25/2018,0
8/26/2018,0.04
8/27/2018,0
8/28/2018,0
8/29/2018,0
8/30/2018,0
8/31/2018,0
9/1/2018,0
9/2/2018,0
9/3/2018,0
9/4/2018,0
9/5/2018,0.02
9/6/2018,0.03
9/7/2018,0
9/8/2018,0.04
9/9/2018,0
9/10/2018,0
9/11/2018,0
9/12/2018,0
9/13/2018,0
9/14/2018,0
9/15/2018,0
9/16/2018,0
9/17/2018,0
9/18/2018,0
9/19/2018,0.2
9/20/2018,0
9/21/2018,0
9/22/2018,0
9/23/2018,0
9/24/2018,0.02
9/25/2018,0
9/26/2018,0
9/27/2018,0
9/28/2018,0
9/29/2018,0
9/30/2018,0
10/1/2018,0.14
10/2/2018,0.04
10/4/2018,0.11
10/6/2018,0.03
10/7/2018,0.04
10/11/2018,0.45
10/12/2018,0
10/13/2018,0.14
10/14/2018,0.25
10/15/2018,0
10/16/2018,0
10/17/2018,0
10/18/2018,0.01
10/19/2018,0
10/20/2018,0
10/21/2018,0
10/22/2018,0
10/23/2018,0
10/24/2018,0.02
10/25/2018,0.01
10/26/2018,0
10/27/2018,0
10/28/2018,0
10/29/2018,0
10/31/2018,0
11/1/2018,0.12
11/5/2018,0.05
11/7/2018,0
11/8/2018,0.01
11/9/2018,0
11/10/2018,0
3/12/2019,0.1
3/13/2019,1.91
3/14/2019,0
3/16/2019,0
3/17/2019,0
3/18/2019,0
3/19/2019,0
3/20/2019,0
3/21/2019,0
3/22/2019,0.12
3/23/2019,0.16
3/24/2019,0.21
3/25/2019,0.11
3/26/2019,0
3/27/2019,0
3/28/2019,0
3/29/2019,0.15
3/30/2019,0.09
3/31/2019,0
4/1/2019,0.07
4/2/2019,0.34
4/3/2019,0.27
4/4/2019,0.03
4/5/2019,0
4/6/2019,0.07
4/7/2019,0
4/8/2019,0
4/9/2019,0
7/8/2019,0
7/9/2019,0
7/10/2019,0
7/11/2019,0
7/12/2019,0.02
7/13/2019,0
7/14/2019,0
7/15/2019,0.13
7/16/2019,0
10/15/2019,0
10/16/2019,0
10/17/2019,0
10/18/2019,0.08
10/19/2019,0
10/20/2019,1.39
10/21/2019,0.27
10/22/2019,0.24
10/23/2019,0.96
10/24/2019,0.23
10/25/2019,0
10/26/2019,0
10/27/2019,0.57
10/28/2019,0.23
10/29/2019,0.55
10/30/2019,0.06
10/31/2019,0
11/1/2019,0
11/2/2019,0
11/3/2019,0
11/4/2019,0
11/5/2019,0
11/6/2019,0
11/7/2019,0
11/8/2019,0
11/9/2019,0
11/10/2019,0
11/11/2019,0.03
11/12/2019,0
11/13/2019,0
11/14/2019,0
11/15/2019,0
11/16/2019,0
11/17/2019,0
11/18/2019,0
11/19/2019,0
11/20/2019,0.41
11/21/2019,0.11
11/22/2019,0.16
11/23/2019,0
11/24/2019,0
11/25/2019,0.9
11/26/2019,0.63
11/27/2019,0.01
11/28/2019,0
11/29/2019,0.3
11/30/2019,0.09
12/1/2019,0.01
12/2/2019,0
12/3/2019,0.25
12/4/2019,0
12/5/2019,0.49
12/6/2019,0
12/7/2019,0
12/8/2019,0.51
12/9/2019,0.23
12/10/2019,0.11
12/11/2019,0.08
12/12/2019,0.42
12/13/2019,0.54
12/14/2019,0.66
12/15/2019,0
12/16/2019,0
12/17/2019,0
12/18/2019,0
12/19/2019,0
12/20/2019,0
12/21/2019,0
12/22/2019,0
12/23/2019,0
12/24/2019,0
12/25/2019,0.12
12/26/2019,0
12/27/2019,0
12/28/2019,0.22
12/29/2019,0.04
12/30/2019,0
12/31/2019,0
1/1/2020,0.71
1/2/2020,0.14
1/3/2020,0.3
1/4/2020,0.03
1/5/2020,0.24
1/6/2020,0.34
1/7/2020,0.01
1/8/2020,0.04
1/9/2020,0.13
1/10/2020,0.05
1/11/2020,0.15
1/12/2020,0.17
1/13/2020,0.34
1/14/2020,0.11
1/15/2020,0.27
1/16/2020,0
1/17/2020,0.54
1/18/2020,0.04
1/19/2020,0
1/20/2020,0
1/21/2020,0.13
1/22/2020,0.34
1/23/2020,0.22
1/24/2020,0.07
1/25/2020,0.12
1/26/2020,0.03
1/27/2020,0.12
1/28/2020,0.04
1/29/2020,0.01
1/30/2020,0.03
1/31/2020,0.01
2/1/2020,0
2/2/2020,0
2/3/2020,0.9
2/4/2020,0.09
2/5/2020,0
2/6/2020,0.43
2/7/2020,0.34
2/8/2020,0.05
2/9/2020,0.06
2/10/2020,0.02
2/11/2020,0.03
2/12/2020,0.08
2/13/2020,0.28
2/14/2020,0.01
2/15/2020,0.04
2/16/2020,0.66
2/17/2020,0.57
2/18/2020,0.01
2/19/2020,0.23
2/20/2020,0
2/21/2020,0
2/22/2020,0
2/23/2020,0.24
2/24/2020,0.51
2/25/2020,0.04
2/26/2020,0.01
2/27/2020,0.17
2/28/2020,0
2/29/2020,0
3/1/2020,0.01
3/2/2020,0
3/3/2020,5.37
3/4/2020,0
3/5/2020,0
3/6/2020,0
3/7/2020,0
3/8/2020,0.22
3/9/2020,0.09
3/10/2020,0.6
3/11/2020,0.43
3/12/2020,0.17
3/13/2020,0.35
3/14/2020,0.11
3/15/2020,0
3/16/2020,0
3/17/2020,0
3/18/2020,0.36
3/19/2020,1.86
3/20/2020,0.26
3/21/2020,0.08
3/22/2020,0.26
3/23/2020,0.44
3/24/2020,0.12
3/25/2020,0.04
3/26/2020,0
3/27/2020,0.19
3/28/2020,0.14
3/29/2020,0.01
3/30/2020,0
3/31/2020,0.03
4/1/2020,0.01
4/2/2020,0.46
4/3/2020,0.09
4/4/2020,0.04
4/5/2020,0
4/6/2020,0
4/7/2020,0
4/8/2020,0
4/9/2020,0
4/10/2020,0.02
4/11/2020,0.54
4/12/2020,0.74
4/13/2020,0.2
4/14/2020,1.14
4/15/2020,1.08
4/16/2020,1.53
4/17/2020,0.45
4/18/2020,0.54
4/19/2020,0.03
4/20/2020,0
4/21/2020,0
4/22/2020,0
4/23/2020,0.71
4/24/2020,0.23
4/25/2020,0.07
4/26/2020,0.24
4/27/2020,0.01
4/28/2020,0
4/29/2020,0
4/30/2020,0
5/1/2020,0
5/2/2020,0.29
5/3/2020,0
5/4/2020,0.15
5/5/2020,0
5/6/2020,0
5/7/2020,0
5/8/2020,0
5/9/2020,0
5/10/2020,0
5/11/2020,0.39
5/12/2020,0.03
5/13/2020,0
5/14/2020,0.13
5/15/2020,0.28
5/16/2020,0
5/17/2020,0
5/18/2020,0
5/19/2020,0
5/20/2020,0
5/21/2020,0
