DateTime,P_kPa,T_C
4/15/2021 13:30,77.457,1.003
4/15/2021 13:45,77.514,0.893
4/15/2021 14:00,77.514,0.893
4/15/2021 14:15,77.534,0.893
4/15/2021 14:30,77.514,0.893
4/15/2021 14:45,77.514,0.893
4/15/2021 15:00,77.504,0.893
4/15/2021 15:15,77.514,0.893
4/15/2021 15:30,77.563,0.893
4/15/2021 15:45,77.563,0.893
4/15/2021 16:00,77.534,0.893
4/15/2021 16:15,77.524,0.893
4/15/2021 16:30,77.563,0.893
4/15/2021 16:45,77.563,0.893
4/15/2021 17:00,77.573,0.893
4/15/2021 17:15,77.603,0.893
4/15/2021 17:30,77.593,0.893
4/15/2021 17:45,77.613,0.893
4/15/2021 18:00,77.623,0.893
4/15/2021 18:15,77.633,0.893
4/15/2021 18:30,77.662,0.893
4/15/2021 18:45,77.672,0.893
4/15/2021 19:00,77.672,0.893
4/15/2021 19:15,77.682,0.893
4/15/2021 19:30,77.702,0.893
4/15/2021 19:45,77.722,0.893
4/15/2021 20:00,77.751,0.893
4/15/2021 20:15,77.751,0.893
4/15/2021 20:30,77.761,0.893
4/15/2021 20:45,77.781,0.893
4/15/2021 21:00,77.781,0.893
4/15/2021 21:15,77.791,0.893
4/15/2021 21:30,77.801,0.893
4/15/2021 21:45,77.821,0.893
4/15/2021 22:00,77.83,0.893
4/15/2021 22:15,77.821,0.893
4/15/2021 22:30,77.811,0.893
4/15/2021 22:45,77.83,0.893
4/15/2021 23:00,77.821,0.893
4/15/2021 23:15,77.801,0.893
4/15/2021 23:30,77.811,0.893
4/15/2021 23:45,77.821,0.893
4/16/2021 0:00,77.821,0.893
4/16/2021 0:15,77.83,0.893
4/16/2021 0:30,77.83,0.893
4/16/2021 0:45,77.83,0.893
4/16/2021 1:00,77.83,0.893
4/16/2021 1:15,77.821,0.893
4/16/2021 1:30,77.811,0.893
4/16/2021 1:45,77.83,0.893
4/16/2021 2:00,77.821,0.893
4/16/2021 2:15,77.821,0.893
4/16/2021 2:30,77.821,0.893
4/16/2021 2:45,77.821,0.893
4/16/2021 3:00,77.83,0.893
4/16/2021 3:15,77.85,0.893
4/16/2021 3:30,77.85,0.893
4/16/2021 3:45,77.85,0.893
4/16/2021 4:00,77.85,0.893
4/16/2021 4:15,77.858,0.784
4/16/2021 4:30,77.858,0.784
4/16/2021 4:45,77.867,0.784
4/16/2021 5:00,77.88,0.893
4/16/2021 5:15,77.887,0.784
4/16/2021 5:30,77.877,0.784
4/16/2021 5:45,77.907,0.784
4/16/2021 6:00,77.907,0.784
4/16/2021 6:15,77.919,0.893
4/16/2021 6:30,77.929,0.893
4/16/2021 6:45,77.929,0.893
4/16/2021 7:00,77.939,0.893
4/16/2021 7:15,77.939,0.893
4/16/2021 7:30,77.929,0.893
4/16/2021 7:45,77.919,0.893
4/16/2021 8:00,77.949,0.893
4/16/2021 8:15,77.939,0.893
4/16/2021 8:30,77.949,0.893
4/16/2021 8:45,77.969,0.893
4/16/2021 9:00,77.979,0.893
4/16/2021 9:15,77.979,0.893
4/16/2021 9:30,77.989,0.893
4/16/2021 9:45,77.981,1.003
4/16/2021 10:00,78.001,1.003
4/16/2021 10:15,77.991,1.003
4/16/2021 10:30,78.011,1.003
4/16/2021 10:45,78.008,0.893
4/16/2021 11:00,78.011,1.003
4/16/2021 11:15,78.001,1.003
4/16/2021 11:30,78.011,1.003
4/16/2021 11:45,78.011,1.003
4/16/2021 12:00,77.991,1.003
4/16/2021 12:15,77.991,1.003
4/16/2021 12:30,78.021,1.003
4/16/2021 12:45,78.031,1.003
4/16/2021 13:00,78.041,1.003
4/16/2021 13:15,78.051,1.003
4/16/2021 13:30,78.051,1.003
4/16/2021 13:45,78.051,1.003
4/16/2021 14:00,78.051,1.003
4/16/2021 14:15,78.041,1.003
4/16/2021 14:30,78.041,1.003
4/16/2021 14:45,78.031,1.003
4/16/2021 15:00,78.041,1.003
4/16/2021 15:15,78.051,1.003
4/16/2021 15:30,78.07,1.003
4/16/2021 15:45,78.051,1.003
4/16/2021 16:00,78.06,1.003
4/16/2021 16:15,78.07,1.003
4/16/2021 16:30,78.09,1.003
4/16/2021 16:45,78.09,1.003
4/16/2021 17:00,78.12,1.003
4/16/2021 17:15,78.11,1.003
4/16/2021 17:30,78.107,0.893
4/16/2021 17:45,78.127,0.893
4/16/2021 18:00,78.117,0.893
4/16/2021 18:15,78.127,0.893
4/16/2021 18:30,78.127,0.893
4/16/2021 18:45,78.147,0.893
4/16/2021 19:00,78.167,0.893
4/16/2021 19:15,78.186,0.893
4/16/2021 19:30,78.196,0.893
4/16/2021 19:45,78.186,0.893
4/16/2021 20:00,78.226,0.893
4/16/2021 20:15,78.216,0.893
4/16/2021 20:30,78.246,0.893
4/16/2021 20:45,78.236,0.893
4/16/2021 21:00,78.246,0.893
4/16/2021 21:15,78.226,0.893
4/16/2021 21:30,78.236,0.893
4/16/2021 21:45,78.226,0.893
4/16/2021 22:00,78.236,0.893
4/16/2021 22:15,78.246,0.893
4/16/2021 22:30,78.226,0.893
4/16/2021 22:45,78.246,0.893
4/16/2021 23:00,78.246,0.893
4/16/2021 23:15,78.246,0.893
4/16/2021 23:30,78.256,0.893
4/16/2021 23:45,78.256,0.893
4/17/2021 0:00,78.256,0.893
4/17/2021 0:15,78.236,0.893
4/17/2021 0:30,78.236,0.893
4/17/2021 0:45,78.226,0.893
4/17/2021 1:00,78.206,0.893
4/17/2021 1:15,78.196,0.893
4/17/2021 1:30,78.186,0.893
4/17/2021 1:45,78.177,0.893
4/17/2021 2:00,78.157,0.893
4/17/2021 2:15,78.167,0.893
4/17/2021 2:30,78.167,0.893
4/17/2021 2:45,78.157,0.893
4/17/2021 3:00,78.157,0.893
4/17/2021 3:15,78.147,0.893
4/17/2021 3:30,78.147,0.893
4/17/2021 3:45,78.137,0.893
4/17/2021 4:00,78.137,0.893
4/17/2021 4:15,78.147,0.893
4/17/2021 4:30,78.147,0.893
4/17/2021 4:45,78.147,0.893
4/17/2021 5:00,78.137,0.893
4/17/2021 5:15,78.157,0.893
4/17/2021 5:30,78.167,0.893
4/17/2021 5:45,78.186,0.893
4/17/2021 6:00,78.196,0.893
4/17/2021 6:15,78.216,0.893
4/17/2021 6:30,78.216,0.893
4/17/2021 6:45,78.216,0.893
4/17/2021 7:00,78.216,0.893
4/17/2021 7:15,78.216,0.893
4/17/2021 7:30,78.206,0.893
4/17/2021 7:45,78.206,0.893
4/17/2021 8:00,78.196,0.893
4/17/2021 8:15,78.206,0.893
4/17/2021 8:30,78.216,0.893
4/17/2021 8:45,78.206,0.893
4/17/2021 9:00,78.199,1.003
4/17/2021 9:15,78.199,1.003
4/17/2021 9:30,78.219,1.003
4/17/2021 9:45,78.219,1.003
4/17/2021 10:00,78.219,1.003
4/17/2021 10:15,78.211,1.112
4/17/2021 10:30,78.201,1.112
4/17/2021 10:45,78.221,1.112
4/17/2021 11:00,78.214,1.221
4/17/2021 11:15,78.204,1.221
4/17/2021 11:30,78.184,1.221
4/17/2021 11:45,78.174,1.221
4/17/2021 12:00,78.177,1.33
4/17/2021 12:15,78.179,1.439
4/17/2021 12:30,78.177,1.33
4/17/2021 12:45,78.167,1.33
4/17/2021 13:00,78.179,1.439
4/17/2021 13:15,78.177,1.33
4/17/2021 13:30,78.177,1.33
4/17/2021 13:45,78.187,1.33
4/17/2021 14:00,78.167,1.33
4/17/2021 14:15,78.167,1.33
4/17/2021 14:30,78.154,1.221
4/17/2021 14:45,78.154,1.221
4/17/2021 15:00,78.154,1.221
4/17/2021 15:15,78.154,1.221
4/17/2021 15:30,78.164,1.221
4/17/2021 15:45,78.174,1.221
4/17/2021 16:00,78.184,1.221
4/17/2021 16:15,78.184,1.221
4/17/2021 16:30,78.201,1.112
4/17/2021 16:45,78.201,1.112
4/17/2021 17:00,78.201,1.112
4/17/2021 17:15,78.192,1.112
4/17/2021 17:30,78.211,1.112
4/17/2021 17:45,78.201,1.112
4/17/2021 18:00,78.211,1.112
4/17/2021 18:15,78.221,1.112
4/17/2021 18:30,78.231,1.112
4/17/2021 18:45,78.241,1.112
4/17/2021 19:00,78.231,1.112
4/17/2021 19:15,78.258,1.003
4/17/2021 19:30,78.268,1.003
4/17/2021 19:45,78.288,1.003
4/17/2021 20:00,78.298,1.003
4/17/2021 20:15,78.308,1.003
4/17/2021 20:30,78.308,1.003
4/17/2021 20:45,78.327,1.003
4/17/2021 21:00,78.327,1.003
4/17/2021 21:15,78.327,1.003
4/17/2021 21:30,78.327,1.003
4/17/2021 21:45,78.305,0.893
4/17/2021 22:00,78.315,0.893
4/17/2021 22:15,78.295,0.893
4/17/2021 22:30,78.275,0.893
4/17/2021 22:45,78.285,0.893
4/17/2021 23:00,78.295,0.893
4/17/2021 23:15,78.285,0.893
4/17/2021 23:30,78.266,0.893
4/17/2021 23:45,78.266,0.893
4/18/2021 0:00,78.266,0.893
4/18/2021 0:15,78.275,0.893
4/18/2021 0:30,78.243,0.784
4/18/2021 0:45,78.243,0.784
4/18/2021 1:00,78.233,0.784
4/18/2021 1:15,78.233,0.784
4/18/2021 1:30,78.223,0.784
4/18/2021 1:45,78.214,0.784
4/18/2021 2:00,78.204,0.784
4/18/2021 2:15,78.194,0.784
4/18/2021 2:30,78.194,0.784
4/18/2021 2:45,78.204,0.784
4/18/2021 3:00,78.214,0.784
4/18/2021 3:15,78.223,0.784
4/18/2021 3:30,78.214,0.784
4/18/2021 3:45,78.214,0.784
4/18/2021 4:00,78.214,0.784
4/18/2021 4:15,78.204,0.784
4/18/2021 4:30,78.204,0.784
4/18/2021 4:45,78.204,0.784
4/18/2021 5:00,78.194,0.784
4/18/2021 5:15,78.194,0.784
4/18/2021 5:30,78.184,0.784
4/18/2021 5:45,78.191,0.674
4/18/2021 6:00,78.191,0.674
4/18/2021 6:15,78.191,0.674
4/18/2021 6:30,78.181,0.674
4/18/2021 6:45,78.194,0.784
4/18/2021 7:00,78.194,0.784
4/18/2021 7:15,78.204,0.784
4/18/2021 7:30,78.184,0.784
4/18/2021 7:45,78.164,0.784
4/18/2021 8:00,78.174,0.784
4/18/2021 8:15,78.184,0.784
4/18/2021 8:30,78.174,0.784
4/18/2021 8:45,78.194,0.784
4/18/2021 9:00,78.174,0.784
4/18/2021 9:15,78.194,0.784
4/18/2021 9:30,78.206,0.893
4/18/2021 9:45,78.189,1.003
4/18/2021 10:00,78.211,1.112
4/18/2021 10:15,78.201,1.112
4/18/2021 10:30,78.194,1.221
4/18/2021 10:45,78.174,1.221
4/18/2021 11:00,78.184,1.221
4/18/2021 11:15,78.164,1.221
4/18/2021 11:30,78.174,1.221
4/18/2021 11:45,78.164,1.221
4/18/2021 12:00,78.184,1.221
4/18/2021 12:15,78.184,1.221
4/18/2021 12:30,78.194,1.221
4/18/2021 12:45,78.184,1.221
4/18/2021 13:00,78.194,1.221
4/18/2021 13:15,78.184,1.221
4/18/2021 13:30,78.184,1.221
4/18/2021 13:45,78.164,1.221
4/18/2021 14:00,78.174,1.221
4/18/2021 14:15,78.167,1.33
4/18/2021 14:30,78.135,1.221
4/18/2021 14:45,78.125,1.221
4/18/2021 15:00,78.105,1.221
4/18/2021 15:15,78.105,1.221
4/18/2021 15:30,78.095,1.221
4/18/2021 15:45,78.125,1.221
4/18/2021 16:00,78.115,1.221
4/18/2021 16:15,78.105,1.221
4/18/2021 16:30,78.105,1.221
4/18/2021 16:45,78.095,1.221
4/18/2021 17:00,78.085,1.221
4/18/2021 17:15,78.095,1.221
4/18/2021 17:30,78.102,1.112
4/18/2021 17:45,78.083,1.112
4/18/2021 18:00,78.102,1.112
4/18/2021 18:15,78.093,1.112
4/18/2021 18:30,78.083,1.112
4/18/2021 18:45,78.073,1.112
4/18/2021 19:00,78.063,1.112
4/18/2021 19:15,78.063,1.112
4/18/2021 19:30,78.053,1.112
4/18/2021 19:45,78.083,1.112
4/18/2021 20:00,78.073,1.112
4/18/2021 20:15,78.102,1.112
4/18/2021 20:30,78.083,1.112
4/18/2021 20:45,78.083,1.112
4/18/2021 21:00,78.053,1.112
4/18/2021 21:15,78.053,1.112
4/18/2021 21:30,78.043,1.112
4/18/2021 21:45,78.033,1.112
4/18/2021 22:00,78.023,1.112
4/18/2021 22:15,78.023,1.112
4/18/2021 22:30,77.984,1.112
4/18/2021 22:45,77.974,1.112
4/18/2021 23:00,77.964,1.112
4/18/2021 23:15,77.964,1.112
4/18/2021 23:30,77.984,1.112
4/18/2021 23:45,77.984,1.112
4/19/2021 0:00,77.974,1.112
4/19/2021 0:15,77.964,1.112
4/19/2021 0:30,77.954,1.112
4/19/2021 0:45,77.924,1.112
4/19/2021 1:00,77.892,1.003
4/19/2021 1:15,77.885,1.112
4/19/2021 1:30,77.885,1.112
4/19/2021 1:45,77.875,1.112
4/19/2021 2:00,77.816,1.112
4/19/2021 2:15,77.796,1.112
4/19/2021 2:30,77.746,1.112
4/19/2021 2:45,77.737,1.112
4/19/2021 3:00,77.737,1.112
4/19/2021 3:15,77.756,1.112
4/19/2021 3:30,77.737,1.112
4/19/2021 3:45,77.697,1.112
4/19/2021 4:00,77.687,1.112
4/19/2021 4:15,77.697,1.112
4/19/2021 4:30,77.697,1.112
4/19/2021 4:45,77.687,1.112
4/19/2021 5:00,77.687,1.112
4/19/2021 5:15,77.697,1.112
4/19/2021 5:30,77.707,1.112
4/19/2021 5:45,77.727,1.112
4/19/2021 6:00,77.756,1.112
4/19/2021 6:15,77.766,1.112
4/19/2021 6:30,77.737,1.112
4/19/2021 6:45,77.727,1.112
4/19/2021 7:00,77.717,1.112
4/19/2021 7:15,77.707,1.112
4/19/2021 7:30,77.697,1.112
4/19/2021 7:45,77.687,1.112
4/19/2021 8:00,77.667,1.112
4/19/2021 8:15,77.677,1.112
4/19/2021 8:30,77.677,1.112
4/19/2021 8:45,77.69,1.221
4/19/2021 9:00,77.69,1.221
4/19/2021 9:15,77.65,1.221
4/19/2021 9:30,77.67,1.221
4/19/2021 9:45,77.66,1.221
4/19/2021 10:00,77.67,1.221
4/19/2021 10:15,77.67,1.221
4/19/2021 10:30,77.64,1.221
4/19/2021 10:45,77.63,1.221
4/19/2021 11:00,77.613,1.33
4/19/2021 11:15,77.601,1.221
4/19/2021 11:30,77.581,1.221
4/19/2021 11:45,77.581,1.221
4/19/2021 12:00,77.571,1.221
4/19/2021 12:15,77.522,1.221
4/19/2021 12:30,77.551,1.221
4/19/2021 12:45,77.551,1.221
4/19/2021 13:00,77.561,1.221
4/19/2021 13:15,77.561,1.221
4/19/2021 13:30,77.581,1.221
4/19/2021 13:45,77.561,1.221
4/19/2021 14:00,77.541,1.221
4/19/2021 14:15,77.551,1.221
4/19/2021 14:30,77.561,1.221
4/19/2021 14:45,77.549,1.112
4/19/2021 15:00,77.519,1.112
4/19/2021 15:15,77.559,1.112
4/19/2021 15:30,77.578,1.112
4/19/2021 15:45,77.606,1.003
4/19/2021 16:00,77.615,1.003
4/19/2021 16:15,77.635,1.003
4/19/2021 16:30,77.655,1.003
4/19/2021 16:45,77.714,1.003
4/19/2021 17:00,77.724,1.003
4/19/2021 17:15,77.724,1.003
4/19/2021 17:30,77.761,0.893
4/19/2021 17:45,77.761,0.893
4/19/2021 18:00,77.811,0.893
4/19/2021 18:15,77.791,0.893
4/19/2021 18:30,77.791,0.893
4/19/2021 18:45,77.821,0.893
4/19/2021 19:00,77.798,0.784
4/19/2021 19:15,77.85,0.893
4/19/2021 19:30,77.84,0.893
4/19/2021 19:45,77.83,0.893
4/19/2021 20:00,77.85,0.893
4/19/2021 20:15,77.85,0.893
4/19/2021 20:30,77.89,0.893
4/19/2021 20:45,77.91,0.893
4/19/2021 21:00,77.9,0.893
4/19/2021 21:15,77.917,0.784
4/19/2021 21:30,77.91,0.893
4/19/2021 21:45,77.917,0.784
4/19/2021 22:00,77.917,0.784
4/19/2021 22:15,77.917,0.784
4/19/2021 22:30,77.947,0.784
4/19/2021 22:45,77.956,0.784
4/19/2021 23:00,77.927,0.784
4/19/2021 23:15,77.937,0.784
4/19/2021 23:30,77.927,0.784
4/19/2021 23:45,77.927,0.784
4/20/2021 0:00,77.937,0.784
4/20/2021 0:15,77.947,0.784
4/20/2021 0:30,77.956,0.784
4/20/2021 0:45,77.927,0.784
4/20/2021 1:00,77.917,0.784
4/20/2021 1:15,77.907,0.784
4/20/2021 1:30,77.917,0.784
4/20/2021 1:45,77.947,0.784
4/20/2021 2:00,77.927,0.784
4/20/2021 2:15,77.907,0.784
4/20/2021 2:30,77.927,0.784
4/20/2021 2:45,77.927,0.784
4/20/2021 3:00,77.914,0.674
4/20/2021 3:15,77.924,0.674
4/20/2021 3:30,77.914,0.674
4/20/2021 3:45,77.914,0.674
4/20/2021 4:00,77.914,0.674
4/20/2021 4:15,77.895,0.674
4/20/2021 4:30,77.895,0.674
4/20/2021 4:45,77.895,0.674
4/20/2021 5:00,77.904,0.674
4/20/2021 5:15,77.892,0.563
4/20/2021 5:30,77.892,0.563
4/20/2021 5:45,77.912,0.563
4/20/2021 6:00,77.932,0.563
4/20/2021 6:15,77.932,0.563
4/20/2021 6:30,77.951,0.563
4/20/2021 6:45,77.941,0.563
4/20/2021 7:00,77.932,0.563
4/20/2021 7:15,77.912,0.563
4/20/2021 7:30,77.912,0.563
4/20/2021 7:45,77.922,0.563
4/20/2021 8:00,77.912,0.563
4/20/2021 8:15,77.902,0.563
4/20/2021 8:30,77.912,0.563
4/20/2021 8:45,77.892,0.563
4/20/2021 9:00,77.885,0.674
4/20/2021 9:15,77.895,0.674
4/20/2021 9:30,77.914,0.674
4/20/2021 9:45,77.897,0.784
4/20/2021 10:00,77.907,0.784
4/20/2021 10:15,77.907,0.784
4/20/2021 10:30,77.91,0.893
4/20/2021 10:45,77.919,0.893
4/20/2021 11:00,77.932,1.003
4/20/2021 11:15,77.924,1.112
4/20/2021 11:30,77.944,1.112
4/20/2021 11:45,77.947,1.221
4/20/2021 12:00,77.947,1.221
4/20/2021 12:15,77.949,1.33
4/20/2021 12:30,77.922,1.439
4/20/2021 12:45,77.922,1.439
4/20/2021 13:00,77.932,1.439
4/20/2021 13:15,77.932,1.439
4/20/2021 13:30,77.912,1.439
4/20/2021 13:45,77.902,1.439
4/20/2021 14:00,77.922,1.439
4/20/2021 14:15,77.92,1.33
4/20/2021 14:30,77.92,1.33
4/20/2021 14:45,77.9,1.33
4/20/2021 15:00,77.91,1.33
4/20/2021 15:15,77.91,1.33
4/20/2021 15:30,77.907,1.221
4/20/2021 15:45,77.917,1.221
4/20/2021 16:00,77.924,1.112
4/20/2021 16:15,77.934,1.112
4/20/2021 16:30,77.934,1.112
4/20/2021 16:45,77.954,1.112
4/20/2021 17:00,77.954,1.112
4/20/2021 17:15,77.991,1.003
4/20/2021 17:30,77.971,1.003
4/20/2021 17:45,77.971,1.003
4/20/2021 18:00,77.962,1.003
4/20/2021 18:15,77.971,1.003
4/20/2021 18:30,77.999,0.893
4/20/2021 18:45,78.018,0.893
4/20/2021 19:00,78.038,0.893
4/20/2021 19:15,78.038,0.893
4/20/2021 19:30,78.068,0.893
4/20/2021 19:45,78.058,0.893
4/20/2021 20:00,78.107,0.893
4/20/2021 20:15,78.097,0.893
4/20/2021 20:30,78.117,0.893
4/20/2021 20:45,78.117,0.893
4/20/2021 21:00,78.137,0.893
4/20/2021 21:15,78.147,0.893
4/20/2021 21:30,78.137,0.893
4/20/2021 21:45,78.127,0.893
4/20/2021 22:00,78.115,0.784
4/20/2021 22:15,78.115,0.784
4/20/2021 22:30,78.125,0.784
4/20/2021 22:45,78.105,0.784
4/20/2021 23:00,78.095,0.784
4/20/2021 23:15,78.095,0.784
4/20/2021 23:30,78.085,0.784
4/20/2021 23:45,78.075,0.784
4/21/2021 0:00,78.065,0.784
4/21/2021 0:15,78.065,0.784
4/21/2021 0:30,78.055,0.784
4/21/2021 0:45,78.036,0.784
4/21/2021 1:00,78.036,0.784
4/21/2021 1:15,78.016,0.784
4/21/2021 1:30,78.006,0.784
4/21/2021 1:45,77.996,0.784
4/21/2021 2:00,77.996,0.784
4/21/2021 2:15,77.976,0.784
4/21/2021 2:30,77.966,0.784
4/21/2021 2:45,77.976,0.784
4/21/2021 3:00,77.947,0.784
4/21/2021 3:15,77.947,0.784
4/21/2021 3:30,77.956,0.784
4/21/2021 3:45,77.937,0.784
4/21/2021 4:00,77.917,0.784
4/21/2021 4:15,77.917,0.784
4/21/2021 4:30,77.917,0.784
4/21/2021 4:45,77.907,0.784
4/21/2021 5:00,77.907,0.784
4/21/2021 5:15,77.907,0.784
4/21/2021 5:30,77.927,0.784
4/21/2021 5:45,77.927,0.784
4/21/2021 6:00,77.937,0.784
4/21/2021 6:15,77.917,0.784
4/21/2021 6:30,77.907,0.784
4/21/2021 6:45,77.897,0.784
4/21/2021 7:00,77.897,0.784
4/21/2021 7:15,77.897,0.784
4/21/2021 7:30,77.887,0.784
4/21/2021 7:45,77.897,0.784
4/21/2021 8:00,77.887,0.784
4/21/2021 8:15,77.867,0.784
4/21/2021 8:30,77.88,0.893
4/21/2021 8:45,77.85,0.893
4/21/2021 9:00,77.85,0.893
4/21/2021 9:15,77.85,0.893
4/21/2021 9:30,77.83,0.893
4/21/2021 9:45,77.853,1.003
4/21/2021 10:00,77.833,1.003
4/21/2021 10:15,77.823,1.003
4/21/2021 10:30,77.813,1.003
4/21/2021 10:45,77.813,1.003
4/21/2021 11:00,77.786,1.112
4/21/2021 11:15,77.776,1.112
4/21/2021 11:30,77.776,1.112
4/21/2021 11:45,77.776,1.112
4/21/2021 12:00,77.746,1.112
4/21/2021 12:15,77.744,1.003
4/21/2021 12:30,77.704,1.003
4/21/2021 12:45,77.714,1.003
4/21/2021 13:00,77.704,1.003
4/21/2021 13:15,77.724,1.003
4/21/2021 13:30,77.724,1.003
4/21/2021 13:45,77.712,0.893
4/21/2021 14:00,77.702,0.893
4/21/2021 14:15,77.702,0.893
4/21/2021 14:30,77.685,1.003
4/21/2021 14:45,77.665,1.003
4/21/2021 15:00,77.675,1.003
4/21/2021 15:15,77.655,1.003
4/21/2021 15:30,77.655,1.003
4/21/2021 15:45,77.645,1.003
4/21/2021 16:00,77.633,0.893
4/21/2021 16:15,77.633,0.893
4/21/2021 16:30,77.643,0.893
4/21/2021 16:45,77.623,0.893
4/21/2021 17:00,77.613,0.893
4/21/2021 17:15,77.613,0.893
4/21/2021 17:30,77.603,0.893
4/21/2021 17:45,77.613,0.893
4/21/2021 18:00,77.563,0.893
4/21/2021 18:15,77.554,0.893
4/21/2021 18:30,77.544,0.893
4/21/2021 18:45,77.554,0.893
4/21/2021 19:00,77.573,0.893
4/21/2021 19:15,77.573,0.893
4/21/2021 19:30,77.583,0.893
4/21/2021 19:45,77.603,0.893
4/21/2021 20:00,77.593,0.893
4/21/2021 20:15,77.593,0.893
4/21/2021 20:30,77.591,0.784
4/21/2021 20:45,77.6,0.784
4/21/2021 21:00,77.561,0.784
4/21/2021 21:15,77.551,0.784
4/21/2021 21:30,77.531,0.784
4/21/2021 21:45,77.531,0.784
4/21/2021 22:00,77.492,0.784
4/21/2021 22:15,77.502,0.784
4/21/2021 22:30,77.452,0.784
4/21/2021 22:45,77.452,0.784
4/21/2021 23:00,77.452,0.784
4/21/2021 23:15,77.442,0.784
4/21/2021 23:30,77.432,0.784
4/21/2021 23:45,77.403,0.784
4/22/2021 0:00,77.353,0.784
4/22/2021 0:15,77.334,0.784
4/22/2021 0:30,77.284,0.784
4/22/2021 0:45,77.294,0.784
4/22/2021 1:00,77.284,0.784
4/22/2021 1:15,77.254,0.784
4/22/2021 1:30,77.235,0.784
4/22/2021 1:45,77.195,0.784
4/22/2021 2:00,77.175,0.784
4/22/2021 2:15,77.146,0.784
4/22/2021 2:30,77.106,0.784
4/22/2021 2:45,77.086,0.784
4/22/2021 3:00,77.086,0.784
4/22/2021 3:15,77.096,0.784
4/22/2021 3:30,77.047,0.784
4/22/2021 3:45,77.017,0.784
4/22/2021 4:00,77.037,0.784
4/22/2021 4:15,77.047,0.784
4/22/2021 4:30,77.047,0.784
4/22/2021 4:45,77.047,0.784
4/22/2021 5:00,77.057,0.784
4/22/2021 5:15,77.027,0.784
4/22/2021 5:30,77.027,0.784
4/22/2021 5:45,77.027,0.784
4/22/2021 6:00,77.047,0.784
4/22/2021 6:15,77.037,0.784
4/22/2021 6:30,77.02,0.893
4/22/2021 6:45,77.03,0.893
4/22/2021 7:00,77.039,0.893
4/22/2021 7:15,76.99,0.893
4/22/2021 7:30,76.98,0.893
4/22/2021 7:45,76.96,0.893
4/22/2021 8:00,76.97,0.893
4/22/2021 8:15,76.98,0.893
4/22/2021 8:30,76.99,0.893
4/22/2021 8:45,76.96,0.893
4/22/2021 9:00,76.983,1.003
4/22/2021 9:15,76.992,1.003
4/22/2021 9:30,77.002,1.003
4/22/2021 9:45,77.022,1.003
4/22/2021 10:00,77.042,1.003
4/22/2021 10:15,77.042,1.003
4/22/2021 10:30,77.015,1.112
4/22/2021 10:45,77.057,1.221
4/22/2021 11:00,77.047,1.221
4/22/2021 11:15,77.037,1.221
4/22/2021 11:30,77.007,1.221
4/22/2021 11:45,77.032,1.439
4/22/2021 12:00,77.005,1.548
4/22/2021 12:15,77.039,1.764
4/22/2021 12:30,77.02,1.764
4/22/2021 12:45,77.052,1.872
4/22/2021 13:00,77.062,1.872
4/22/2021 13:15,77.072,1.872
4/22/2021 13:30,77.072,1.872
4/22/2021 13:45,77.079,1.764
4/22/2021 14:00,77.096,1.656
4/22/2021 14:15,77.096,1.656
4/22/2021 14:30,77.084,1.548
4/22/2021 14:45,77.084,1.548
4/22/2021 15:00,77.124,1.548
4/22/2021 15:15,77.101,1.439
4/22/2021 15:30,77.082,1.439
4/22/2021 15:45,77.101,1.439
4/22/2021 16:00,77.129,1.33
4/22/2021 16:15,77.188,1.33
4/22/2021 16:30,77.217,1.33
4/22/2021 16:45,77.227,1.33
4/22/2021 17:00,77.237,1.33
4/22/2021 17:15,77.225,1.221
4/22/2021 17:30,77.264,1.221
4/22/2021 17:45,77.264,1.221
4/22/2021 18:00,77.255,1.221
4/22/2021 18:15,77.255,1.221
4/22/2021 18:30,77.274,1.221
4/22/2021 18:45,77.284,1.221
4/22/2021 19:00,77.294,1.221
4/22/2021 19:15,77.304,1.221
4/22/2021 19:30,77.301,1.112
4/22/2021 19:45,77.331,1.112
4/22/2021 20:00,77.341,1.112
4/22/2021 20:15,77.341,1.112
4/22/2021 20:30,77.361,1.112
4/22/2021 20:45,77.361,1.112
4/22/2021 21:00,77.381,1.112
4/22/2021 21:15,77.381,1.112
4/22/2021 21:30,77.381,1.112
4/22/2021 21:45,77.371,1.112
4/22/2021 22:00,77.371,1.112
4/22/2021 22:15,77.39,1.112
4/22/2021 22:30,77.361,1.112
4/22/2021 22:45,77.361,1.112
4/22/2021 23:00,77.361,1.112
4/22/2021 23:15,77.351,1.112
4/22/2021 23:30,77.341,1.112
4/22/2021 23:45,77.321,1.112
4/23/2021 0:00,77.301,1.112
4/23/2021 0:15,77.299,1.003
4/23/2021 0:30,77.309,1.003
4/23/2021 0:45,77.289,1.003
4/23/2021 1:00,77.289,1.003
4/23/2021 1:15,77.269,1.003
4/23/2021 1:30,77.299,1.003
4/23/2021 1:45,77.279,1.003
4/23/2021 2:00,77.279,1.003
4/23/2021 2:15,77.289,1.003
4/23/2021 2:30,77.279,1.003
4/23/2021 2:45,77.279,1.003
4/23/2021 3:00,77.279,1.003
4/23/2021 3:15,77.279,1.003
4/23/2021 3:30,77.279,1.003
4/23/2021 3:45,77.289,1.003
4/23/2021 4:00,77.269,1.003
4/23/2021 4:15,77.279,1.003
4/23/2021 4:30,77.279,1.003
4/23/2021 4:45,77.289,1.003
4/23/2021 5:00,77.299,1.003
4/23/2021 5:15,77.299,1.003
